ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
207493_x_at	0.13576	1.74e-02	2.886647	-3.28059	0.2841372	SSX2B///SSX2	SSX family member 2B///SSX family member 2
215891_s_at	0.13576	1.74e-02	-2.886095	-3.28148	-0.6525671	GM2A	GM2 ganglioside activator
214894_x_at	0.13576	1.74e-02	-2.885898	-3.28179	-0.3294351	MACF1	microtubule-actin crosslinking factor 1
208446_s_at	0.13576	1.74e-02	-2.885889	-3.28181	-0.2375402	ZFYVE9	zinc finger FYVE-type containing 9
208760_at	0.13576	1.74e-02	-2.885877	-3.28183	-0.3033265	UBE2I	ubiquitin conjugating enzyme E2 I
205364_at	0.13576	1.74e-02	2.885679	-3.28215	0.4619694	ACOX2	acyl-CoA oxidase 2
206714_at	0.13576	1.74e-02	2.885561	-3.28234	0.3316966	ALOX15B	arachidonate 15-lipoxygenase, type B
216418_at	0.13576	1.74e-02	2.885379	-3.28263	0.2236547		
207711_at	0.13589	1.74e-02	-2.884586	-3.28391	-0.7908389	SOGA1	suppressor of glucose, autophagy associated 1
201403_s_at	0.13589	1.74e-02	-2.884208	-3.28452	-0.2703432	MGST3	microsomal glutathione S-transferase 3
219476_at	0.13589	1.74e-02	2.88417	-3.28458	0.2089399	C1orf116	chromosome 1 open reading frame 116
204764_at	0.13598	1.75e-02	-2.883576	-3.28554	-0.8044201	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta
202161_at	0.13607	1.75e-02	2.882954	-3.28655	0.642622	PKN1	protein kinase N1
208465_at	0.13617	1.75e-02	2.882037	-3.28802	0.2538548	GRM2	glutamate metabotropic receptor 2
219617_at	0.13617	1.75e-02	2.882005	-3.28808	0.5258276	CAMKMT	calmodulin-lysine N-methyltransferase
214569_at	0.13617	1.75e-02	2.881863	-3.28831	0.1965675	IFNA5	interferon alpha 5
213264_at	0.13636	1.75e-02	-2.880821	-3.28999	-0.2531246	PCBP2	poly(rC) binding protein 2
201903_at	0.13637	1.75e-02	2.880575	-3.29038	0.3036916	UQCRC1	ubiquinol-cytochrome c reductase core protein I
218819_at	0.13639	1.75e-02	-2.880275	-3.29087	-0.3410217	INTS6	integrator complex subunit 6
216416_at	0.13646	1.76e-02	2.879748	-3.29172	0.3479964		
220423_at	0.13687	1.76e-02	2.877649	-3.29511	0.2627972	PLA2G2D	phospholipase A2 group IID
220483_s_at	0.13687	1.76e-02	-2.877526	-3.29531	-0.5767271	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
218721_s_at	0.13712	1.77e-02	-2.876074	-3.29765	-0.2093021	C1orf27	chromosome 1 open reading frame 27
206529_x_at	0.13712	1.77e-02	-2.875986	-3.29779	-0.2126356	SLC26A4	solute carrier family 26 member 4
200877_at	0.13718	1.77e-02	-2.875506	-3.29856	-0.3046678	CCT4	chaperonin containing TCP1 subunit 4
216552_x_at	0.13722	1.77e-02	2.875136	-3.29916	0.2874205	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
211779_x_at	0.13722	1.77e-02	2.874754	-3.29978	0.2681019	AP2A2	adaptor related protein complex 2 alpha 2 subunit
212557_at	0.13722	1.77e-02	-2.874532	-3.30014	-0.4217986	ZNF451	zinc finger protein 451
212957_s_at	0.13722	1.77e-02	2.874449	-3.30027	0.5447475	LINC01278	long intergenic non-protein coding RNA 1278
219146_at	0.13722	1.77e-02	-2.874098	-3.30084	-0.2554426	TEFM	transcription elongation factor, mitochondrial
205831_at	0.13722	1.77e-02	2.874092	-3.30085	0.4544581	CD2	CD2 molecule
214149_s_at	0.13726	1.77e-02	2.873697	-3.30148	0.6646918	ATP6V0E1	ATPase H+ transporting V0 subunit e1
206608_s_at	0.13743	1.78e-02	2.872668	-3.30314	0.2306573	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1
202604_x_at	0.13743	1.78e-02	-2.872389	-3.30359	-0.6167209	ADAM10	ADAM metallopeptidase domain 10
221119_at	0.13743	1.78e-02	2.872309	-3.30372	0.4101332	ARHGEF38	Rho guanine nucleotide exchange factor 38
221440_s_at	0.13744	1.78e-02	-2.872072	-3.3041	-0.4277656	RBBP9	RB binding protein 9, serine hydrolase
202171_at	0.13745	1.78e-02	-2.871817	-3.30452	-0.3024549	VEZF1	vascular endothelial zinc finger 1
216805_at	0.13761	1.78e-02	-2.870894	-3.30601	-0.8794848		
221629_x_at	0.13767	1.78e-02	2.87044	-3.30674	0.3066575	HGH1	HGH1 homolog
215294_s_at	0.13773	1.78e-02	-2.869952	-3.30753	-0.3123569	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
215826_x_at	0.13785	1.79e-02	2.869216	-3.30871	0.3899832	ZNF835	zinc finger protein 835
202348_s_at	0.13789	1.79e-02	-2.868859	-3.30929	-0.2126665	TOR1A	torsin family 1 member A
202239_at	0.1379	1.79e-02	-2.868605	-3.3097	-0.261389	PARP4	poly(ADP-ribose) polymerase family member 4
203148_s_at	0.1379	1.79e-02	-2.868328	-3.31015	-0.9247517	TRIM14	tripartite motif containing 14
212928_at	0.1379	1.79e-02	2.867848	-3.31092	0.2351343	TSPYL4	TSPY like 4
209315_at	0.1379	1.79e-02	-2.867761	-3.31106	-0.3196816	HBS1L	HBS1 like translational GTPase
212919_at	0.1379	1.79e-02	-2.867514	-3.31146	-0.2956018	DCP2	decapping mRNA 2
217253_at	0.1379	1.79e-02	2.867328	-3.31176	0.3971022	SH3BP2	SH3 domain binding protein 2
217025_s_at	0.1379	1.79e-02	2.867214	-3.31194	0.7910897	DBN1	drebrin 1
210039_s_at	0.1379	1.79e-02	2.866946	-3.31238	0.2395716	PRKCQ	protein kinase C theta
208818_s_at	0.1379	1.79e-02	2.866876	-3.31249	0.2378449	COMT	catechol-O-methyltransferase
210965_x_at	0.1379	1.79e-02	-2.866745	-3.3127	-0.41815	CDK13	cyclin dependent kinase 13
222278_at	0.13797	1.80e-02	2.866181	-3.31361	0.2645642	LOC101929726	uncharacterized LOC101929726
203657_s_at	0.13797	1.80e-02	2.86575	-3.31431	0.4880586	CTSF	cathepsin F
204336_s_at	0.13797	1.80e-02	2.865615	-3.31452	0.2699155	RGS19	regulator of G-protein signaling 19
210280_at	0.13797	1.80e-02	2.865568	-3.3146	0.2510289	MPZ	myelin protein zero
221311_x_at	0.13808	1.80e-02	-2.86487	-3.31573	-0.4652084	LYRM2	LYR motif containing 2
219657_s_at	0.13808	1.80e-02	2.864565	-3.31622	0.3096094	KLF3	Kruppel like factor 3
221332_at	0.13808	1.80e-02	2.864495	-3.31633	0.2222402	BMP15	bone morphogenetic protein 15
211498_s_at	0.1381	1.80e-02	2.864184	-3.31683	0.264721	NKX3-1	NK3 homeobox 1
205516_x_at	0.1381	1.80e-02	2.86397	-3.31718	0.3739579	CIZ1	CDKN1A interacting zinc finger protein 1
204258_at	0.13819	1.80e-02	-2.863382	-3.31813	-0.4137574	CHD1	chromodomain helicase DNA binding protein 1
215898_at	0.13828	1.81e-02	-2.862784	-3.31909	-0.3665435	TTLL5	tubulin tyrosine ligase like 5
221553_at	0.13832	1.81e-02	2.862406	-3.3197	0.3882787	MAGT1	magnesium transporter 1
216337_at	0.13833	1.81e-02	2.862052	-3.32027	0.267121		
214132_at	0.13833	1.81e-02	-2.861955	-3.32043	-0.5887092	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
203513_at	0.13868	1.81e-02	-2.860192	-3.32327	-0.2623707	SPG11	spastic paraplegia 11 (autosomal recessive)
221697_at	0.13873	1.82e-02	2.859767	-3.32396	0.5308212	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma
203684_s_at	0.13874	1.82e-02	2.859556	-3.3243	0.2265807	BCL2	BCL2, apoptosis regulator
212285_s_at	0.13875	1.82e-02	2.859303	-3.32471	0.6068478	AGRN	agrin
219750_at	0.13881	1.82e-02	2.858286	-3.32635	0.3474728	TMEM144	transmembrane protein 144
216704_at	0.13881	1.82e-02	-2.857939	-3.32691	-0.2029515		
204909_at	0.13881	1.82e-02	2.857914	-3.32695	0.3569561	DDX6	DEAD-box helicase 6
212534_at	0.13881	1.82e-02	-2.857889	-3.32699	-0.270496	ZNF24	zinc finger protein 24
203444_s_at	0.13881	1.82e-02	2.857705	-3.32729	0.2268331	MTA2	metastasis associated 1 family member 2
208016_s_at	0.13881	1.82e-02	2.857464	-3.32768	0.8313916	AGTR1	angiotensin II receptor type 1
205775_at	0.13881	1.82e-02	2.857334	-3.32788	0.5485154	FAM50B	family with sequence similarity 50 member B
216682_s_at	0.13881	1.82e-02	-2.857229	-3.32806	-0.7818683	SUPT20H	SPT20 homolog, SAGA complex component
220343_at	0.13881	1.82e-02	-2.857178	-3.32814	-0.5355866	PDE7B	phosphodiesterase 7B
215201_at	0.13886	1.82e-02	-2.856726	-3.32887	-0.6175522	REPS1	RALBP1 associated Eps domain containing 1
206169_x_at	0.13897	1.83e-02	-2.856045	-3.32996	-0.6165612	ZC3H7B	zinc finger CCCH-type containing 7B
201228_s_at	0.13947	1.83e-02	-2.853698	-3.33375	-0.3718131	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
217793_at	0.13951	1.83e-02	2.853305	-3.33439	0.6209219	RAB11B	RAB11B, member RAS oncogene family
219139_s_at	0.13953	1.84e-02	-2.853012	-3.33486	-0.3954159	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3
216637_at	0.13959	1.84e-02	2.852554	-3.3356	0.3479385		
207292_s_at	0.13961	1.84e-02	2.852156	-3.33624	0.4441265	MAPK7	mitogen-activated protein kinase 7
207309_at	0.13961	1.84e-02	2.852036	-3.33643	0.2142296	NOS1	nitric oxide synthase 1
210992_x_at	0.13961	1.84e-02	2.851831	-3.33676	0.3808644	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)
204974_at	0.13975	1.84e-02	2.851025	-3.33806	0.291826	RAB3A	RAB3A, member RAS oncogene family
212061_at	0.13983	1.84e-02	-2.850348	-3.33916	-0.4632603	U2SURP	U2 snRNP associated SURP domain containing
206015_s_at	0.13983	1.84e-02	-2.850133	-3.3395	-0.2417265	FOXJ3	forkhead box J3
204021_s_at	0.13983	1.85e-02	2.849974	-3.33976	0.3393159	PURA	purine rich element binding protein A
208642_s_at	0.13983	1.85e-02	-2.849437	-3.34063	-0.2503326	XRCC5	X-ray repair cross complementing 5
201159_s_at	0.13983	1.85e-02	-2.849195	-3.34102	-0.6148683	NMT1	N-myristoyltransferase 1
200734_s_at	0.13983	1.85e-02	2.849146	-3.3411	0.3905835	ARF3	ADP ribosylation factor 3
211296_x_at	0.13983	1.85e-02	-2.848921	-3.34146	-0.1693183	UBC	ubiquitin C
214715_x_at	0.13983	1.85e-02	-2.848521	-3.3421	-0.5727159	ZNF160	zinc finger protein 160
203009_at	0.13983	1.85e-02	2.848421	-3.34227	0.3289773	BCAM	basal cell adhesion molecule (Lutheran blood group)
205261_at	0.13983	1.85e-02	2.848418	-3.34227	0.2242014	PGC	progastricsin
215359_x_at	0.13983	1.85e-02	-2.848275	-3.3425	-0.5341372	LOC101060181///ZNF44	zinc finger protein ZnFP12///zinc finger protein 44
203966_s_at	0.13983	1.85e-02	-2.848232	-3.34257	-0.2536409	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
215899_at	0.13999	1.85e-02	2.84708	-3.34443	0.2365463		
206955_at	0.13999	1.85e-02	2.847036	-3.3445	0.2335285	LOC101930168///LOC100509620///AQP7	putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7
212932_at	0.13999	1.85e-02	-2.846897	-3.34472	-1.4056566	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
205322_s_at	0.13999	1.86e-02	2.846605	-3.3452	0.1930541	MTF1	metal regulatory transcription factor 1
216476_at	0.13999	1.86e-02	2.846547	-3.34529	0.3955305		
210760_x_at	0.14013	1.86e-02	-2.845689	-3.34667	-0.2514928	TRIP11	thyroid hormone receptor interactor 11
207317_s_at	0.14013	1.86e-02	2.84551	-3.34696	0.4477771	CASQ2	calsequestrin 2
205494_at	0.14013	1.86e-02	2.845325	-3.34726	0.312111	ZNF821	zinc finger protein 821
209861_s_at	0.14013	1.86e-02	-2.845115	-3.3476	-0.2167115	METAP2	methionyl aminopeptidase 2
205621_at	0.14027	1.86e-02	-2.844292	-3.34893	-0.2177814	ALKBH1	alkB homolog 1, histone H2A dioxygenase
221199_at	0.14028	1.86e-02	2.844066	-3.34929	0.2306896	GFRA4	GDNF family receptor alpha 4
205444_at	0.14028	1.86e-02	2.843677	-3.34992	0.2067464	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
201103_x_at	0.14028	1.87e-02	-2.843501	-3.3502	-0.362388	NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14	neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 14
206984_s_at	0.14028	1.87e-02	2.843453	-3.35028	0.1852482	RIT2	Ras like without CAAX 2
217221_x_at	0.14038	1.87e-02	2.84283	-3.35129	0.3459372	RBM10	RNA binding motif protein 10
207627_s_at	0.14041	1.87e-02	-2.842416	-3.35195	-0.3249178	TFCP2	transcription factor CP2
210075_at	0.14041	1.87e-02	2.842277	-3.35218	0.5435289	MARCH2	membrane associated ring-CH-type finger 2
206850_at	0.14043	1.87e-02	2.841979	-3.35266	0.3075242	RASL10A	RAS like family 10 member A
211930_at	0.14049	1.87e-02	-2.841515	-3.35341	-0.3136188	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
220636_at	0.14054	1.87e-02	2.841117	-3.35405	0.1951683	DNAI2	dynein axonemal intermediate chain 2
215529_x_at	0.14055	1.87e-02	-2.840746	-3.35465	-0.5137372	DIP2A	disco interacting protein 2 homolog A
207991_x_at	0.14055	1.87e-02	2.840671	-3.35477	0.2046269	ACRV1	acrosomal vesicle protein 1
212802_s_at	0.14058	1.88e-02	-2.840277	-3.3554	-0.3397603	GAPVD1	GTPase activating protein and VPS9 domains 1
214411_x_at	0.14058	1.88e-02	2.84014	-3.35562	0.2685914	CTRB2	chymotrypsinogen B2
216925_s_at	0.14058	1.88e-02	2.839905	-3.356	0.218878	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
221306_at	0.14059	1.88e-02	2.839676	-3.35637	0.2339299	GPR27	G protein-coupled receptor 27
221634_at	0.14065	1.88e-02	2.839221	-3.35711	0.3399027	RPL23AP7///CENPBD1P1	ribosomal protein L23a pseudogene 7///CENPB DNA-binding domains containing 1 pseudogene 1
218743_at	0.14067	1.88e-02	2.838935	-3.35757	0.2395927	CHMP6	charged multivesicular body protein 6
204210_s_at	0.14069	1.88e-02	-2.838636	-3.35805	-0.4678358	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha
214903_at	0.14075	1.88e-02	2.838109	-3.3589	0.309058	SYT2	synaptotagmin 2
220538_at	0.14075	1.88e-02	2.837997	-3.35908	0.3145835	ADM2	adrenomedullin 2
200011_s_at	0.14086	1.88e-02	2.837235	-3.36031	0.2413273	ARF3	ADP ribosylation factor 3
217701_x_at	0.14086	1.88e-02	-2.837094	-3.36054	-0.4035964		
214231_s_at	0.14088	1.89e-02	-2.836766	-3.36107	-0.3624326	VWA8	von Willebrand factor A domain containing 8
217207_s_at	0.14088	1.89e-02	2.836269	-3.36187	0.2666356	BTNL3	butyrophilin like 3
204098_at	0.14088	1.89e-02	2.836148	-3.36206	0.1839725	RBMX2	RNA binding motif protein, X-linked 2
219696_at	0.14088	1.89e-02	-2.836006	-3.36229	-0.4438251	DENND1B	DENN domain containing 1B
208541_x_at	0.14088	1.89e-02	-2.83599	-3.36232	-0.324726	TFAM	transcription factor A, mitochondrial
47069_at	0.14099	1.89e-02	2.835343	-3.36336	0.3943882	PRR5	proline rich 5
211495_x_at	0.14117	1.89e-02	2.834369	-3.36493	0.2956154	TNFSF12-TNFSF13///TNFSF13	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13
222250_s_at	0.14118	1.89e-02	-2.834103	-3.36536	-0.2764122	INTS7	integrator complex subunit 7
205938_at	0.14127	1.90e-02	-2.833113	-3.36696	-0.2330488	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E
207561_s_at	0.14127	1.90e-02	2.833065	-3.36704	0.340197	ABCB8///ASIC3	ATP binding cassette subfamily B member 8///acid sensing ion channel subunit 3
201851_at	0.14127	1.90e-02	2.832789	-3.36748	0.2603699	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
205275_at	0.14127	1.90e-02	2.832727	-3.36758	0.2419549	GTPBP1	GTP binding protein 1
209026_x_at	0.14127	1.90e-02	2.832659	-3.36769	0.3270075	TUBB	tubulin beta class I
221863_at	0.14127	1.90e-02	2.832396	-3.36812	0.2510736	MIER2	MIER family member 2
220720_x_at	0.14127	1.90e-02	-2.832311	-3.36825	-0.493395	MZT2B	mitotic spindle organizing protein 2B
204219_s_at	0.14138	1.90e-02	-2.831402	-3.36972	-0.2295574	PSMC1	proteasome 26S subunit, ATPase 1
222271_at	0.14138	1.90e-02	2.831355	-3.36979	0.3547946		
212765_at	0.14138	1.91e-02	-2.830616	-3.37099	-0.2562056	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
221584_s_at	0.14138	1.91e-02	-2.830445	-3.37126	-0.616226	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
214211_at	0.14138	1.91e-02	-2.830435	-3.37128	-0.3691161	FTH1	ferritin heavy chain 1
221911_at	0.14138	1.91e-02	-2.83037	-3.37138	-1.349614	ETV1	ETS variant 1
218333_at	0.14138	1.91e-02	-2.830254	-3.37157	-0.2461544	DERL2	derlin 2
221284_s_at	0.14138	1.91e-02	-2.830078	-3.37185	-0.4633264	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
209945_s_at	0.14138	1.91e-02	2.830038	-3.37192	0.3804902	GSK3B	glycogen synthase kinase 3 beta
218889_at	0.14138	1.91e-02	-2.829847	-3.37223	-0.3334415	NOC3L	NOC3 like DNA replication regulator
210028_s_at	0.14145	1.91e-02	-2.829351	-3.37303	-0.2578702	ORC3	origin recognition complex subunit 3
218245_at	0.14151	1.91e-02	2.828908	-3.37374	0.3897751	TSKU	tsukushi, small leucine rich proteoglycan
203848_at	0.14155	1.91e-02	-2.828523	-3.37436	-0.2265223	AKAP8	A-kinase anchoring protein 8
202266_at	0.14157	1.91e-02	-2.828252	-3.3748	-0.2547085	TDP2	tyrosyl-DNA phosphodiesterase 2
213791_at	0.14161	1.91e-02	-2.827855	-3.37544	-0.570584	PENK	proenkephalin
203069_at	0.14173	1.92e-02	2.827021	-3.37679	0.70994	SV2A	synaptic vesicle glycoprotein 2A
205137_x_at	0.14173	1.92e-02	2.826941	-3.37691	0.3304864	USH1C	USH1 protein network component harmonin
214404_x_at	0.14179	1.92e-02	2.826497	-3.37763	0.2081145	SPDEF	SAM pointed domain containing ETS transcription factor
206398_s_at	0.14189	1.92e-02	2.825866	-3.37865	0.238056	CD19	CD19 molecule
213224_s_at	0.14196	1.92e-02	-2.825387	-3.37942	-0.3306592	BBIP1	BBSome interacting protein 1
217465_at	0.14199	1.92e-02	-2.824883	-3.38023	-0.7934005	NCKAP1	NCK associated protein 1
201026_at	0.14199	1.92e-02	2.824777	-3.3804	0.3807826	EIF5B	eukaryotic translation initiation factor 5B
202344_at	0.14199	1.92e-02	2.824654	-3.3806	0.4022159	HSF1	heat shock transcription factor 1
204460_s_at	0.14212	1.93e-02	-2.823726	-3.3821	-0.3301732	RAD1	RAD1 checkpoint DNA exonuclease
209572_s_at	0.14212	1.93e-02	-2.823479	-3.3825	-0.2931688	EED	embryonic ectoderm development
201384_s_at	0.14212	1.93e-02	-2.82321	-3.38293	-0.2384048	NBR1	NBR1, autophagy cargo receptor
209811_at	0.14212	1.93e-02	2.823105	-3.3831	0.3853381	CASP2	caspase 2
207364_at	0.14212	1.93e-02	2.823103	-3.3831	0.2583062	TEX28	testis expressed 28
221258_s_at	0.14218	1.93e-02	-2.822635	-3.38386	-0.6477873	KIF18A	kinesin family member 18A
218675_at	0.14219	1.93e-02	2.822425	-3.3842	0.3857533	SLC22A17	solute carrier family 22 member 17
220323_at	0.14225	1.93e-02	2.821962	-3.38494	0.2604613	CNTD2	cyclin N-terminal domain containing 2
215976_at	0.1423	1.93e-02	-2.821547	-3.38561	-1.0628654		
201783_s_at	0.14234	1.94e-02	2.821174	-3.38622	0.2314375	RELA	RELA proto-oncogene, NF-kB subunit
220777_at	0.14239	1.94e-02	-2.820775	-3.38686	-0.8906255	KIF13A	kinesin family member 13A
204964_s_at	0.14258	1.94e-02	2.819778	-3.38847	0.5921672	SSPN	sarcospan
218386_x_at	0.14262	1.94e-02	-2.819291	-3.38925	-0.2826232	USP16	ubiquitin specific peptidase 16
216615_s_at	0.14262	1.94e-02	2.819196	-3.38941	0.2932688	HTR3A	5-hydroxytryptamine receptor 3A
218589_at	0.14271	1.94e-02	-2.818626	-3.39032	-0.7328043	LPAR6	lysophosphatidic acid receptor 6
221989_at	0.14273	1.94e-02	-2.818362	-3.39075	-0.4082803	SNORA70///RPL10	small nucleolar RNA, H/ACA box 70///ribosomal protein L10
208025_s_at	0.14286	1.95e-02	-2.81759	-3.392	-1.0732103	HMGA2	high mobility group AT-hook 2
207045_at	0.1429	1.95e-02	2.81725	-3.39254	0.2685151	VPS50	VPS50, EARP/GARPII complex subunit
209937_at	0.14295	1.95e-02	2.816765	-3.39333	0.2779081	TM4SF4	transmembrane 4 L six family member 4
220939_s_at	0.14295	1.95e-02	-2.816322	-3.39404	-0.290492	DPP8	dipeptidyl peptidase 8
206562_s_at	0.14295	1.95e-02	-2.816091	-3.39441	-0.352286	CSNK1A1	casein kinase 1 alpha 1
220885_s_at	0.14295	1.95e-02	-2.816003	-3.39455	-0.2974167	CENPJ	centromere protein J
214798_at	0.14295	1.95e-02	-2.815887	-3.39474	-0.3866676	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
213781_at	0.14295	1.95e-02	2.815512	-3.39535	0.3202376	PPP1R37	protein phosphatase 1 regulatory subunit 37
218440_at	0.14295	1.95e-02	-2.815425	-3.39549	-0.5403543	MCCC1	methylcrotonoyl-CoA carboxylase 1
216960_s_at	0.14295	1.95e-02	-2.815313	-3.39567	-0.2842628	ZNF133	zinc finger protein 133
204518_s_at	0.14295	1.95e-02	2.815251	-3.39577	0.3741459	PPIC	peptidylprolyl isomerase C
204882_at	0.14295	1.96e-02	2.815027	-3.39613	0.3107029	ARHGAP25	Rho GTPase activating protein 25
35254_at	0.14296	1.96e-02	2.814796	-3.3965	0.2351459	TRAFD1	TRAF-type zinc finger domain containing 1
220346_at	0.14299	1.96e-02	-2.814464	-3.39704	-0.2431984	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like
222241_at	0.14301	1.96e-02	2.814	-3.39778	0.2968575	MVB12B	multivesicular body subunit 12B
216008_s_at	0.14301	1.96e-02	-2.813834	-3.39805	-0.5273838	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
205600_x_at	0.14301	1.96e-02	2.813782	-3.39814	0.4695423	HOXB5	homeobox B5
216156_at	0.14307	1.96e-02	-2.813352	-3.39883	-0.3757196	RECK	reversion inducing cysteine rich protein with kazal motifs
203591_s_at	0.14313	1.96e-02	2.8129	-3.39956	0.3066773	CSF3R	colony stimulating factor 3 receptor
208526_at	0.1432	1.96e-02	2.812193	-3.4007	0.2819425	OR2F1	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
222007_s_at	0.1432	1.97e-02	2.812016	-3.40098	0.3551175	FKBP8	FK506 binding protein 8
203376_at	0.1432	1.97e-02	-2.811635	-3.4016	-0.310358	CDC40	cell division cycle 40
211212_s_at	0.1432	1.97e-02	-2.811601	-3.40165	-0.6400353	ORC5	origin recognition complex subunit 5
207440_at	0.1432	1.97e-02	2.811573	-3.4017	0.4973134	SLC35A2	solute carrier family 35 member A2
204330_s_at	0.1432	1.97e-02	-2.811404	-3.40197	-0.3451584	MRPS12	mitochondrial ribosomal protein S12
206530_at	0.1432	1.97e-02	-2.811103	-3.40246	-0.2373662	RAB30	RAB30, member RAS oncogene family
40524_at	0.1432	1.97e-02	-2.811026	-3.40258	-0.2649094	PTPN21	protein tyrosine phosphatase, non-receptor type 21
214578_s_at	0.14336	1.97e-02	-2.810162	-3.40397	-0.357133	ROCK1	Rho associated coiled-coil containing protein kinase 1
204477_at	0.14341	1.97e-02	-2.809741	-3.40465	-0.2477406	RABIF	RAB interacting factor
212641_at	0.14366	1.98e-02	-2.808488	-3.40667	-0.5581307	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
210832_x_at	0.14368	1.98e-02	2.808239	-3.40707	0.7034591	PTGER3	prostaglandin E receptor 3
219644_at	0.1437	1.98e-02	-2.807648	-3.40803	-0.6394244	CEP83	centrosomal protein 83
214796_at	0.1437	1.98e-02	2.807404	-3.40842	0.1921174	LOC101927137///KIAA1456	uncharacterized LOC101927137///KIAA1456
217831_s_at	0.1437	1.98e-02	-2.807381	-3.40846	-0.5115487	NSFL1C	NSFL1 cofactor
212851_at	0.1437	1.98e-02	-2.807375	-3.40847	-0.3393408	DCUN1D4	defective in cullin neddylation 1 domain containing 4
215240_at	0.14377	1.98e-02	2.806677	-3.40959	0.2609489	ITGB3	integrin subunit beta 3
214422_at	0.14377	1.98e-02	-2.806464	-3.40994	-1.0664861	RAD23B	RAD23 homolog B, nucleotide excision repair protein
217135_x_at	0.14377	1.98e-02	2.806308	-3.41019	0.3653498		
217508_s_at	0.14377	1.98e-02	2.806265	-3.41026	0.2242955	C18orf25	chromosome 18 open reading frame 25
207034_s_at	0.1438	1.98e-02	2.805977	-3.41072	1.0843988	GLI2	GLI family zinc finger 2
209362_at	0.14396	1.99e-02	-2.805097	-3.41214	-0.2453241	LOC101928625///MED21	uncharacterized LOC101928625///mediator complex subunit 21
215660_s_at	0.14406	1.99e-02	-2.8043	-3.41343	-0.4874831	MAST2	microtubule associated serine/threonine kinase 2
213968_at	0.14406	1.99e-02	2.804188	-3.41361	0.2528188		
216468_s_at	0.14406	1.99e-02	-2.804099	-3.41375	-0.2997419	ZNF682	zinc finger protein 682
218555_at	0.14437	2.00e-02	2.802612	-3.41615	0.294943	ANAPC2	anaphase promoting complex subunit 2
221318_at	0.14442	2.00e-02	2.802215	-3.41679	0.193323	NEUROD4	neuronal differentiation 4
220512_at	0.1445	2.00e-02	-2.801672	-3.41766	-0.515568	DLC1	DLC1 Rho GTPase activating protein
200875_s_at	0.14458	2.00e-02	-2.800861	-3.41897	-0.3537799	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein
206130_s_at	0.14458	2.00e-02	2.800744	-3.41916	0.2127717	ASGR2	asialoglycoprotein receptor 2
209888_s_at	0.14458	2.00e-02	2.800727	-3.41919	0.2036102	MYL1	myosin light chain 1
220047_at	0.14462	2.00e-02	2.800373	-3.41976	0.3720363	SIRT4	sirtuin 4
208847_s_at	0.14476	2.01e-02	-2.799595	-3.42101	-0.267301	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
203119_at	0.1448	2.01e-02	2.799233	-3.4216	0.2611887	CCDC86	coiled-coil domain containing 86
212672_at	0.14483	2.01e-02	-2.798907	-3.42212	-0.4857734	ATM	ATM serine/threonine kinase
