_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.2,M11512,M1,1,0,Transcription Factor Targets,16,FOXO1 01,,-2.2,3.6,3.4,30284,248,205,6,2.9,1.2,595|901|1112|2119|23530|222255,CCND1|CCNG2|FOXN3|ETV5|NNT|ATXN7L1,-0.51,0
1,-2.2,M9557,M1,1,0,Transcription Factor Targets,16,SP1 Q6 01,,-2.2,3.6,3.4,30284,248,205,6,2.9,1.2,1362|4641|7408|8125|23770|64748,CPD|MYO1C|VASP|ANP32A|FKBP8|PLPPR2,-0.51,0
1,-2.1,M11698,M1,1,0,Transcription Factor Targets,16,YY1 Q6,,-2.1,3.5,3.3,30284,251,205,6,2.9,1.2,595|2029|6257|7528|8729|8943,CCND1|ENSA|RXRB|YY1|GBF1|AP3D1,-0.49,0
1,-2.1,M12880,M1,1,0,Transcription Factor Targets,16,YY1 02,,-2.1,3.5,3.3,30284,251,205,6,2.9,1.2,595|2029|7408|7531|8729|8943,CCND1|ENSA|VASP|YWHAE|GBF1|AP3D1,-0.49,0
1,-2.1,M1517,M1,1,0,Transcription Factor Targets,16,YY1 01,,-2.1,3.5,3.3,30284,252,205,6,2.9,1.2,92|2771|5566|7531|8729|23524,ACVR2A|GNAI2|PRKACA|YWHAE|GBF1|SRRM2,-0.49,0
1,-2.1,M18230,M1,1,0,Transcription Factor Targets,16,ETS Q4,,-2.1,3.5,3.3,30284,252,205,6,2.9,1.2,1112|2119|4139|6347|51167|53827,FOXN3|ETV5|MARK1|CCL2|CYB5R4|FXYD5,-0.49,0
1,-2.1,M16200,M1,1,0,Transcription Factor Targets,16,ISRE 01,,-2.1,3.5,3.3,30284,253,205,6,2.9,1.2,2119|5566|7150|10444|79443|222255,ETV5|PRKACA|TOP1|ZER1|FYCO1|ATXN7L1,-0.49,0
1,-2.1,M2727,M1,1,0,Transcription Factor Targets,16,ICSBP Q6,,-2.1,3.5,3.3,30284,253,205,6,2.9,1.2,2005|3964|6654|7150|10444|51735,ELK4|LGALS8|SOS1|TOP1|ZER1|RAPGEF6,-0.49,0
1,-2.1,M1607,M1,1,0,Transcription Factor Targets,16,NERF Q2,,-2.1,3.5,3.3,30284,254,205,6,2.9,1.2,4281|8729|8829|8986|53827|60681,MID1|GBF1|NRP1|RPS6KA4|FXYD5|FKBP10,-0.48,0
1,-2.1,M18594,M1,1,0,Transcription Factor Targets,16,COUP DR1 Q6,,-2.1,3.5,3.3,30284,254,205,6,2.9,1.2,1822|3329|5566|7791|8729|9260,ATN1|HSPD1|PRKACA|ZYX|GBF1|PDLIM7,-0.48,0
1,-2.1,M8368,M1,1,0,Transcription Factor Targets,16,WCAANNNYCAG UNKNOWN,,-2.1,3.5,3.3,30284,254,205,6,2.9,1.2,604|1025|4926|10204|23142|27291,BCL6|CDK9|NUMA1|NUTF2|DCUN1D4|R3HCC1L,-0.48,0
1,-2.1,M14786,M1,1,0,Transcription Factor Targets,16,CREB Q3,,-2.1,3.5,3.3,30284,255,205,6,2.9,1.2,92|595|2119|3329|3727|126393,ACVR2A|CCND1|ETV5|HSPD1|JUND|HSPB6,-0.48,0
1,-2.1,M3109,M1,1,0,Transcription Factor Targets,16,CEBP Q3,,-2.1,3.5,3.3,30284,255,205,6,2.9,1.2,604|1112|2119|4281|8125|8743,BCL6|FOXN3|ETV5|MID1|ANP32A|TNFSF10,-0.48,0
1,-2.1,M18645,M1,1,0,Transcription Factor Targets,16,MYB Q6,,-2.1,3.4,3.3,30284,257,205,6,2.9,1.2,204|4134|6781|7531|7791|11100,AK2|MAP4|STC1|YWHAE|ZYX|HNRNPUL1,-0.47,0
1,-2.1,M5866,M1,1,0,Transcription Factor Targets,16,HNF4 01 B,,-2.1,3.4,3.3,30284,257,205,6,2.9,1.2,5566|5878|6654|8729|64771|219699,PRKACA|RAB5C|SOS1|GBF1|ILRUN|UNC5B,-0.47,0
1,-2.1,M11439,M1,1,0,Transcription Factor Targets,16,TAL1ALPHAE47 01,,-2.1,3.4,3.2,30284,258,205,6,2.9,1.2,2710|4139|5142|8572|8780|10612,GK|MARK1|PDE4B|PDLIM4|RIOK3|TRIM3,-0.46,0
1,-2.1,M9329,M1,1,0,Transcription Factor Targets,16,SRY 02,,-2.1,3.4,3.2,30284,259,205,6,2.9,1.2,92|2201|6781|8829|54477|151050,ACVR2A|FBN2|STC1|NRP1|PLEKHA5|KANSL1L,-0.45,0
1,-2.1,M4153,M1,1,0,Transcription Factor Targets,16,PXR Q2,,-2.1,3.4,3.2,30284,260,205,6,2.9,1.2,2119|5566|5878|6533|8829|22839,ETV5|PRKACA|RAB5C|SLC6A6|NRP1|DLGAP4,-0.45,0
1,-2.1,M11597,M1,1,0,Transcription Factor Targets,16,GGAMTNNNNNTCCY UNKNOWN,,-2.1,5,3.6,30284,119,205,4,2,0.97,7531|10204|26145|79443,YWHAE|NUTF2|IRF2BP1|FYCO1,-0.45,0
1,-2.1,M17024,M1,1,0,Transcription Factor Targets,16,ETF Q6,,-2.1,5,3.6,30284,119,205,4,2,0.97,2005|10250|51322|219699,ELK4|SRRM1|WAC|UNC5B,-0.45,0
1,-2,M2907,M1,1,0,Transcription Factor Targets,16,NRF1 Q6,,-2,3.4,3.2,30284,262,205,6,2.9,1.2,6257|7531|10250|57209|124801|151050,RXRB|YWHAE|SRRM1|ZNF248|LSM12|KANSL1L,-0.44,0
1,-2,M17769,M1,1,0,Transcription Factor Targets,16,STAT1 02,,-2,3.4,3.2,30284,263,205,6,2.9,1.2,595|3329|5566|6418|6781|8675,CCND1|HSPD1|PRKACA|SET|STC1|STX16,-0.44,0
1,-2,M12460,M1,1,0,Transcription Factor Targets,16,AP1 Q4 01,,-2,3.4,3.2,30284,264,205,6,2.9,1.2,2119|4134|4139|7408|8986|126393,ETV5|MAP4|MARK1|VASP|RPS6KA4|HSPB6,-0.43,0
1,-2,M3437,M1,1,0,Transcription Factor Targets,16,STAT Q6,,-2,3.4,3.2,30284,264,205,6,2.9,1.2,444|604|1191|2119|3329|3764,ASPH|BCL6|CLU|ETV5|HSPD1|KCNJ8,-0.43,0
1,-2,M30110,M1,1,0,Transcription Factor Targets,16,PAX7 TARGET GENES,,-2,2.3,2.9,30284,711,205,11,5.4,1.6,901|2029|2908|3990|6643|10250|29780|51167|80152|84271|283131,CCNG2|ENSA|NR3C1|LIPC|SNX2|SRRM1|PARVB|CYB5R4|CENPT|POLDIP3|NEAT1,-0.43,0
1,-2,M30353,M1,1,0,Transcription Factor Targets,16,ZNF577 TARGET GENES,,-2,2.5,2.9,30284,522,205,9,4.4,1.4,4017|4134|4926|8125|8195|10060|23142|23383|81550,LOXL2|MAP4|NUMA1|ANP32A|MKKS|ABCC9|DCUN1D4|MAU2|TDRD3,-0.43,0
1,-2,M14626,M1,1,0,Transcription Factor Targets,16,GFI1 01,,-2,3.3,3.2,30284,265,205,6,2.9,1.2,604|1112|4641|7150|7531|26145,BCL6|FOXN3|MYO1C|TOP1|YWHAE|IRF2BP1,-0.43,0
1,-2,M2409,M1,1,0,Transcription Factor Targets,16,NFY Q6 01,,-2,3.3,3.2,30284,265,205,6,2.9,1.2,2119|2771|5566|9702|23142|64943,ETV5|GNAI2|PRKACA|CEP57|DCUN1D4|NT5DC2,-0.43,0
1,-2,M3489,M1,1,0,Transcription Factor Targets,16,AMEF2 Q6,,-2,3.3,3.2,30284,265,205,6,2.9,1.2,92|2771|3727|4281|5179|22839,ACVR2A|GNAI2|JUND|MID1|PENK|DLGAP4,-0.43,0
1,-2,M19327,M1,1,0,Transcription Factor Targets,16,CDC5 01,,-2,3.3,3.2,30284,266,205,6,2.9,1.2,604|1112|2710|5154|8743|8829,BCL6|FOXN3|GK|PDGFA|TNFSF10|NRP1,-0.43,0
1,-2,M19390,M1,1,0,Transcription Factor Targets,16,TAL1BETAITF2 01,,-2,3.3,3.2,30284,266,205,6,2.9,1.2,4139|4281|8572|8780|10612|126393,MARK1|MID1|PDLIM4|RIOK3|TRIM3|HSPB6,-0.43,0
1,-2,M9684,M1,1,0,Transcription Factor Targets,16,TTANWNANTGGM UNKNOWN,,-2,6.8,3.9,30284,65,205,3,1.5,0.84,92|1191|5179,ACVR2A|CLU|PENK,-0.42,0
1,-2,M11821,M1,1,0,Transcription Factor Targets,16,CEBPB 01,,-2,3.3,3.1,30284,267,205,6,2.9,1.2,92|718|1112|2051|6781|10390,ACVR2A|C3|FOXN3|EPHB6|STC1|CEPT1,-0.42,0
1,-2,M13332,M1,1,0,Transcription Factor Targets,16,HNF4 DR1 Q3,,-2,3.3,3.1,30284,267,205,6,2.9,1.2,1822|3329|5878|8729|9260|10970,ATN1|HSPD1|RAB5C|GBF1|PDLIM7|CKAP4,-0.42,0
1,-2,M2211,M1,1,0,Transcription Factor Targets,16,OCT Q6,,-2,3.3,3.1,30284,267,205,6,2.9,1.2,3727|4281|7150|22839|64748|151050,JUND|MID1|TOP1|DLGAP4|PLPPR2|KANSL1L,-0.42,0
1,-2,M2489,M1,1,0,Transcription Factor Targets,16,ERR1 Q2,,-2,3.3,3.1,30284,267,205,6,2.9,1.2,18|2710|3329|7408|64748|219699,ABAT|GK|HSPD1|VASP|PLPPR2|UNC5B,-0.42,0
