_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.5,M39301,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART C4 ENDOTHELIAL CELL,,-2.5,5.1,4.1,30284,146,205,5,2.4,1.1,2280|5962|8829|30846|53827,FKBP1A|RDX|NRP1|EHD2|FXYD5,-0.72,0
1,-2.5,M39021,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN IMMUNE,,-2.5,5,4,30284,148,205,5,2.4,1.1,9262|53827|63940|83442|283131,STK17B|FXYD5|GPSM3|SH3BGRL3|NEAT1,-0.7,0
1,-2.4,M39111,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C7 EPCAM POS BILE DUCT CELLS 2,,-2.4,4,3.7,30284,219,205,6,2.9,1.2,595|3693|4641|4651|11135|64065,CCND1|ITGB5|MYO1C|MYO10|CDC42EP1|PERP,-0.67,0
1,-2.4,M39171,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS PANCREATIC POLYPEPTIDE CELL,,-2.4,4.8,3.9,30284,155,205,5,2.4,1.1,3764|8971|9077|9590|10060,KCNJ8|H1-10|DIRAS3|AKAP12|ABCC9,-0.65,0
1,-2.4,M39211,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C2 PUTATIVE BASOPHIL EOSINOPHIL MAST CELL PROGENITOR,,-2.4,6.2,4.2,30284,96,205,4,2,0.97,3727|6533|7408|51573,JUND|SLC6A6|VASP|GDE1,-0.65,0
1,-2.3,M39210,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C1 PUTATIVE MEGAKARYOCYTE PROGENITOR,,-2.3,6,4.1,30284,98,205,4,2,0.97,595|1191|4811|5154,CCND1|CLU|NID1|PDGFA,-0.63,0
1,-2.3,M40209,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL INTESTINE SMOOTH MUSCLE CELLS,,-2.3,8.9,4.6,30284,50,205,3,1.5,0.84,825|3764|9260,CAPN3|KCNJ8|PDLIM7,-0.62,0
1,-2.3,M39218,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C9 GRANULOCYTE MACROPHAGE PROGENITOR,,-2.3,5.9,4.1,30284,100,205,4,2,0.97,3329|6418|7528|8971,HSPD1|SET|YY1|H1-10,-0.61,0
1,-2.3,M39264,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA FIBROBLAST,,-2.3,3.1,3.4,30284,385,205,8,3.9,1.4,1289|2201|2908|4017|4811|6525|11135|53827,COL5A1|FBN2|NR3C1|LOXL2|NID1|SMTN|CDC42EP1|FXYD5,-0.61,0
1,-2.2,M41707,M1,1,0,Cell Type Signatures,7,FAN OVARY CL5 HEALTHY SELECTABLE FOLLICLE THECAL CELL,,-2.2,3.3,3.3,30284,318,205,7,3.4,1.3,128|1289|2537|4811|5754|8829|60681,ADH5|COL5A1|IFI6|NID1|PTK7|NRP1|FKBP10,-0.54,0
1,-2.1,M39255,M1,1,0,Cell Type Signatures,7,MENON FETAL KIDNEY 5 PROXIMAL TUBULE CELLS,,-2.1,5.3,3.7,30284,112,205,4,2,0.97,1191|3329|6611|8743,CLU|HSPD1|SMS|TNFSF10,-0.51,0
1,-2.1,M39196,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW EOSINOPHIL,,-2.1,7.6,4.2,30284,58,205,3,1.5,0.84,8971|64943|79895,H1-10|NT5DC2|ATP8B4,-0.51,0
1,-2.1,M41745,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE FAP CELLS,,-2.1,4.1,3.5,30284,179,205,5,2.4,1.1,718|2908|3727|9590|79901,C3|NR3C1|JUND|AKAP12|CYBRD1,-0.49,0
1,-2.1,M41678,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG PERICYTE CELL,,-2.1,5.2,3.7,30284,114,205,4,2,0.97,2119|4651|4811|64065,ETV5|MYO10|NID1|PERP,-0.49,0
1,-2.1,M40007,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC PREZYMOGENIC CELLS,,-2.1,7.4,4.1,30284,60,205,3,1.5,0.84,444|23524|25840,ASPH|SRRM2|TMT1A,-0.48,0
1,-2.1,M39125,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C24 EPCAM POS BILE DUCT CELLS 3,,-2.1,4,3.4,30284,185,205,5,2.4,1.1,595|1191|4641|11135|64065,CCND1|CLU|MYO1C|CDC42EP1|PERP,-0.45,0
1,-2,M40019,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC X CELLS,,-2,3.9,3.3,30284,191,205,5,2.4,1.1,1191|1822|2771|3727|11067,CLU|ATN1|GNAI2|JUND|DEPP1,-0.42,0
