Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0016444,somatic cell DNA recombination,19_GO:0009987 cellular process,-3.7,14,6.9,30284,43,205,4,2,0.97,604|3329|7528|64421,BCL6|HSPD1|YY1|DCLRE1C,-1.3,MyList
GO Biological Processes,19,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,19_GO:0002376 immune system process,-3.7,14,6.9,30284,43,205,4,2,0.97,604|3329|7528|64421,BCL6|HSPD1|YY1|DCLRE1C,-1.3,MyList
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-3.7,3.7,4.7,30284,438,205,11,5.4,1.6,1191|4926|5756|5962|7099|7408|8195|8780|9392|9780|11135,CLU|NUMA1|TWF1|RDX|TLR4|VASP|MKKS|RIOK3|TGFBRAP1|PIEZO1|CDC42EP1,-1.3,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0032501 multicellular organismal process,-3.7,3.4,4.6,30284,514,205,12,5.9,1.6,718|1191|3329|4671|5142|7099|7855|8737|8780|9590|10892|63940,C3|CLU|HSPD1|NAIP|PDE4B|TLR4|FZD5|RIPK1|RIOK3|AKAP12|MALT1|GPSM3,-1.3,MyList
WikiPathways,27,WP5085,Vasopressin regulated water reabsorption,,-3.6,13,6.8,30284,44,205,4,2,0.97,396|5566|5878|90993,ARHGDIA|PRKACA|RAB5C|CREB3L1,-1.3,MyList
KEGG Pathway,24,hsa04962,Vasopressin-regulated water reabsorption,,-3.6,13,6.8,30284,44,205,4,2,0.97,396|5566|5878|90993,ARHGDIA|PRKACA|RAB5C|CREB3L1,-1.3,MyList
WikiPathways,27,WP2817,Mammary gland development pregnancy and lactation stage 3 of 4,,-3.6,13,6.8,30284,44,205,4,2,0.97,595|2908|7528|22839,CCND1|NR3C1|YY1|DLGAP4,-1.3,MyList
Reactome Gene Sets,6,R-HSA-186797,Signaling by PDGF,,-3.6,13,6.7,30284,45,205,4,2,0.97,1289|5154|5782|6654,COL5A1|PDGFA|PTPN12|SOS1,-1.2,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-3.6,3,4.4,30284,684,205,14,6.8,1.8,629|718|1191|3329|3764|4671|5142|6654|7099|7531|7855|8780|10612|10892,CFB|C3|CLU|HSPD1|KCNJ8|NAIP|PDE4B|SOS1|TLR4|YWHAE|FZD5|RIOK3|TRIM3|MALT1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,,-3.6,8.9,5.9,30284,83,205,5,2.4,1.1,4926|5566|7531|10381|10426,NUMA1|PRKACA|YWHAE|TUBB3|TUBGCP3,-1.2,MyList
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.6,4.9,5,30284,243,205,8,3.9,1.4,1191|2537|2771|5831|8737|8829|90993|219699,CLU|IFI6|GNAI2|PYCR1|RIPK1|NRP1|CREB3L1|UNC5B,-1.2,MyList
GO Biological Processes,19,GO:0061383,trabecula morphogenesis,19_GO:0032502 developmental process,-3.6,13,6.6,30284,46,205,4,2,0.97,2201|2280|6654|9510,FBN2|FKBP1A|SOS1|ADAMTS1,-1.2,MyList
WikiPathways,27,WP382,MAPK signaling,,-3.5,4.8,4.9,30284,247,205,8,3.9,1.4,355|2005|3727|5154|5534|5566|6654|8986,FAS|ELK4|JUND|PDGFA|PPP3R1|PRKACA|SOS1|RPS6KA4,-1.2,MyList
KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-3.5,6.7,5.4,30284,133,205,6,2.9,1.2,595|604|901|6654|8743|11067,CCND1|BCL6|CCNG2|SOS1|TNFSF10|DEPP1,-1.2,MyList
GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.5,3.3,4.5,30284,533,205,12,5.9,1.6,595|604|1112|3275|5962|6347|7531|8450|8729|9510|51322|90806,CCND1|BCL6|FOXN3|PRMT2|RDX|CCL2|YWHAE|CUL4B|GBF1|ADAMTS1|WAC|ANGEL2,-1.2,MyList
GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-3.5,4.7,4.9,30284,249,205,8,3.9,1.4,5534|5566|8125|10204|10762|10892|23039|84271,PPP3R1|PRKACA|ANP32A|NUTF2|NUP50|MALT1|XPO7|POLDIP3,-1.2,MyList
GO Biological Processes,19,GO:0060976,coronary vasculature development,19_GO:0032502 developmental process,-3.5,12,6.5,30284,48,205,4,2,0.97,3764|5754|8829|10060,KCNJ8|PTK7|NRP1|ABCC9,-1.2,MyList
Reactome Gene Sets,6,R-HSA-180024,DARPP-32 events,,-3.5,22,7.8,30284,20,205,3,1.5,0.84,5142|5534|5566,PDE4B|PPP3R1|PRKACA,-1.2,MyList
GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-3.5,4.7,4.9,30284,250,205,8,3.9,1.4,5534|5566|8125|10204|10762|10892|23039|84271,PPP3R1|PRKACA|ANP32A|NUTF2|NUP50|MALT1|XPO7|POLDIP3,-1.2,MyList
GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-3.5,4.2,4.7,30284,316,205,9,4.4,1.4,2908|5534|5566|5754|7408|8195|8829|10762|64065,NR3C1|PPP3R1|PRKACA|PTK7|VASP|MKKS|NRP1|NUP50|PERP,-1.2,MyList
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-3.5,3.3,4.4,30284,538,205,12,5.9,1.6,355|444|825|1191|3077|4671|5566|8743|10444|51322|57333|64065,FAS|ASPH|CAPN3|CLU|HFE|NAIP|PRKACA|TNFSF10|ZER1|WAC|RCN3|PERP,-1.2,MyList
KEGG Pathway,24,hsa05132,Salmonella infection,,-3.5,4.7,4.9,30284,251,205,8,3.9,1.4,4671|5878|7099|8737|8743|9367|10381|79443,NAIP|RAB5C|TLR4|RIPK1|TNFSF10|RAB9A|TUBB3|FYCO1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-3.5,3.1,4.4,30284,619,205,13,6.3,1.7,396|1362|1627|5756|6654|7531|9367|9578|9590|10250|10381|10970|80152,ARHGDIA|CPD|DBN1|TWF1|SOS1|YWHAE|RAB9A|CDC42BPB|AKAP12|SRRM1|TUBB3|CKAP4|CENPT,-1.2,MyList
GO Biological Processes,19,GO:0006468,protein phosphorylation,19_GO:0009987 cellular process,-3.5,3.8,4.6,30284,388,205,10,4.9,1.5,1025|4139|5566|6347|7099|7150|8737|8986|9262|9578,CDK9|MARK1|PRKACA|CCL2|TLR4|TOP1|RIPK1|RPS6KA4|STK17B|CDC42BPB,-1.2,MyList
GO Biological Processes,19,GO:2000045,regulation of G1/S transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.5,5.4,5.1,30284,191,205,7,3.4,1.3,595|3275|5962|6347|8450|9510|51322,CCND1|PRMT2|RDX|CCL2|CUL4B|ADAMTS1|WAC,-1.2,MyList
GO Biological Processes,19,GO:0098586,cellular response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.5,8.3,5.7,30284,89,205,5,2.4,1.1,2537|3964|5179|8729|8780,IFI6|LGALS8|PENK|GBF1|RIOK3,-1.1,MyList
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0009987 cellular process,-3.4,3.3,4.4,30284,544,205,12,5.9,1.6,444|1191|1362|2280|3329|8195|22824|23770|60681|64065|126393|130872,ASPH|CLU|CPD|FKBP1A|HSPD1|MKKS|HSPA4L|FKBP8|FKBP10|PERP|HSPB6|AHSA2P,-1.1,MyList
GO Biological Processes,19,GO:0051592,response to calcium ion,19_GO:0050896 response to stimulus,-3.4,6.4,5.3,30284,138,205,6,2.9,1.2,444|825|3727|5179|8895|10060,ASPH|CAPN3|JUND|PENK|CPNE3|ABCC9,-1.1,MyList
WikiPathways,27,WP497,Urea cycle and metabolism of amino groups,,-3.4,21,7.6,30284,21,205,3,1.5,0.84,5831|6611|6723,PYCR1|SMS|SRM,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9013418,RHOBTB2 GTPase cycle,,-3.4,21,7.6,30284,21,205,3,1.5,0.84,1627|5756|10250,DBN1|TWF1|SRRM1,-1.1,MyList
GO Biological Processes,19,GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-3.4,21,7.6,30284,21,205,3,1.5,0.84,493|2771|5142,ATP2B4|GNAI2|PDE4B,-1.1,MyList
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-3.4,3.1,4.3,30284,629,205,13,6.3,1.7,92|2051|3077|3693|4641|5154|6654|7791|8829|8895|9392|9702|23770,ACVR2A|EPHB6|HFE|ITGB5|MYO1C|PDGFA|SOS1|ZYX|NRP1|CPNE3|TGFBRAP1|CEP57|FKBP8,-1.1,MyList
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.4,3,4.3,30284,630,205,13,6.3,1.7,604|2771|4641|5154|5962|6347|7099|8829|8895|9510|9590|63940|64065,BCL6|GNAI2|MYO1C|PDGFA|RDX|CCL2|TLR4|NRP1|CPNE3|ADAMTS1|AKAP12|GPSM3|PERP,-1.1,MyList
GO Biological Processes,19,GO:0030010,establishment of cell polarity,19_GO:0009987 cellular process,-3.4,6.3,5.2,30284,140,205,6,2.9,1.2,3764|4134|4926|5754|8729|81609,KCNJ8|MAP4|NUMA1|PTK7|GBF1|SNX27,-1.1,MyList
GO Biological Processes,19,GO:0032388,positive regulation of intracellular transport,19_GO:0051179 localization,-3.4,6.3,5.2,30284,140,205,6,2.9,1.2,444|4926|5566|5962|7531|30846,ASPH|NUMA1|PRKACA|RDX|YWHAE|EHD2,-1.1,MyList
Canonical Pathways,11,M220,PID CASPASE PATHWAY,,-3.4,12,6.2,30284,51,205,4,2,0.97,4926|7150|8737|84823,NUMA1|TOP1|RIPK1|LMNB2,-1.1,MyList
WikiPathways,27,WP2858,Ectoderm differentiation,,-3.4,6.3,5.2,30284,141,205,6,2.9,1.2,4926|6347|6781|7855|8495|8675,NUMA1|CCL2|STC1|FZD5|PPFIBP2|STX16,-1.1,MyList
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-3.4,3.7,4.5,30284,398,205,10,4.9,1.5,5142|5154|5756|5962|6781|7408|8195|8829|11135|27236,PDE4B|PDGFA|TWF1|RDX|STC1|VASP|MKKS|NRP1|CDC42EP1|ARFIP1,-1.1,MyList
KEGG Pathway,24,hsa04540,Gap junction,,-3.4,8,5.6,30284,92,205,5,2.4,1.1,2771|5154|5566|6654|10381,GNAI2|PDGFA|PRKACA|SOS1|TUBB3,-1.1,MyList
Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-3.4,3.4,4.4,30284,475,205,11,5.4,1.6,595|2029|2801|4926|5566|7531|10381|10426|10762|23383|80152,CCND1|ENSA|GOLGA2|NUMA1|PRKACA|YWHAE|TUBB3|TUBGCP3|NUP50|MAU2|CENPT,-1.1,MyList
WikiPathways,27,WP306,Focal adhesion,,-3.4,5.2,4.9,30284,199,205,7,3.4,1.3,595|3693|5154|6654|7408|7791|29780,CCND1|ITGB5|PDGFA|SOS1|VASP|ZYX|PARVB,-1.1,MyList
GO Biological Processes,19,GO:0002757,immune response-activating signaling pathway,19_GO:0002376 immune system process,-3.4,4,4.6,30284,330,205,9,4.4,1.4,718|3329|3764|4671|5142|6654|7099|7531|10892,C3|HSPD1|KCNJ8|NAIP|PDE4B|SOS1|TLR4|YWHAE|MALT1,-1.1,MyList
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-3.4,3.7,4.5,30284,402,205,10,4.9,1.5,1191|4281|4926|5756|5962|7408|8195|8829|11135|27236,CLU|MID1|NUMA1|TWF1|RDX|VASP|MKKS|NRP1|CDC42EP1|ARFIP1,-1.1,MyList
GO Biological Processes,19,GO:0001654,eye development,19_GO:0032502 developmental process,-3.3,3.7,4.4,30284,403,205,10,4.9,1.5,493|1289|2201|6654|7528|7855|8829|22930|23770|65084,ATP2B4|COL5A1|FBN2|SOS1|YY1|FZD5|NRP1|RAB3GAP1|FKBP8|TMEM135,-1.1,MyList
KEGG Pathway,24,hsa04936,Alcoholic liver disease,,-3.3,6.2,5.1,30284,144,205,6,2.9,1.2,128|355|595|718|7099|8737,ADH5|FAS|CCND1|C3|TLR4|RIPK1,-1.1,MyList
GO Biological Processes,19,GO:0003007,heart morphogenesis,19_GO:0032502 developmental process,-3.3,4.5,4.7,30284,265,205,8,3.9,1.4,1289|2280|3764|6654|8195|8829|9510|10060,COL5A1|FKBP1A|KCNJ8|SOS1|MKKS|NRP1|ADAMTS1|ABCC9,-1.1,MyList
GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-3.3,4.5,4.7,30284,265,205,8,3.9,1.4,444|493|3764|5142|5566|6781|7531|10060,ASPH|ATP2B4|KCNJ8|PDE4B|PRKACA|STC1|YWHAE|ABCC9,-1.1,MyList
KEGG Pathway,24,hsa04510,Focal adhesion,,-3.3,5.1,4.8,30284,203,205,7,3.4,1.3,595|3693|5154|6654|7408|7791|29780,CCND1|ITGB5|PDGFA|SOS1|VASP|ZYX|PARVB,-1.1,MyList
WikiPathways,27,WP5272,LDL influence on CD14 and TLR4,,-3.3,19,7.2,30284,23,205,3,1.5,0.84,6347|7099|90993,CCL2|TLR4|CREB3L1,-1.1,MyList
GO Biological Processes,19,GO:0033238,regulation of amine metabolic process,19_GO:0050789 regulation of biological process,-3.3,19,7.2,30284,23,205,3,1.5,0.84,18|493|64943,ABAT|ATP2B4|NT5DC2,-1.1,MyList
GO Biological Processes,19,GO:0051131,chaperone-mediated protein complex assembly,19_GO:0009987 cellular process,-3.3,19,7.2,30284,23,205,3,1.5,0.84,1191|3329|8195,CLU|HSPD1|MKKS,-1.1,MyList
GO Biological Processes,19,GO:0001649,osteoblast differentiation,19_GO:0032502 developmental process,-3.3,6.1,5.1,30284,146,205,6,2.9,1.2,92|3727|5179|25840|25842|90993,ACVR2A|JUND|PENK|TMT1A|ASF1A|CREB3L1,-1.1,MyList
GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-3.3,4,4.5,30284,335,205,9,4.4,1.4,2801|2908|4926|7150|8780|10426|23383|29901|80152,GOLGA2|NR3C1|NUMA1|TOP1|RIOK3|TUBGCP3|MAU2|SAC3D1|CENPT,-1.1,MyList
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-3.3,3,4.2,30284,646,205,13,6.3,1.7,604|2771|4641|5154|5962|6347|7099|8829|8895|9510|9590|63940|64065,BCL6|GNAI2|MYO1C|PDGFA|RDX|CCL2|TLR4|NRP1|CPNE3|ADAMTS1|AKAP12|GPSM3|PERP,-1.1,MyList
GO Biological Processes,19,GO:0002200,somatic diversification of immune receptors,19_GO:0002376 immune system process,-3.3,11,6,30284,54,205,4,2,0.97,604|3329|7528|64421,BCL6|HSPD1|YY1|DCLRE1C,-1.1,MyList
WikiPathways,27,WP2857,Mesodermal commitment pathway,,-3.3,6,5,30284,148,205,6,2.9,1.2,92|595|2005|5566|7855|8450,ACVR2A|CCND1|ELK4|PRKACA|FZD5|CUL4B,-1.1,MyList
GO Biological Processes,19,GO:2001235,positive regulation of apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-3.3,5.9,5,30284,149,205,6,2.9,1.2,355|1191|7099|8737|8743|10955,FAS|CLU|TLR4|RIPK1|TNFSF10|SERINC3,-1.1,MyList
KEGG Pathway,24,hsa05215,Prostate cancer,,-3.3,7.5,5.4,30284,98,205,5,2.4,1.1,595|2119|5154|6654|90993,CCND1|ETV5|PDGFA|SOS1|CREB3L1,-1.1,MyList
GO Biological Processes,19,GO:0001836,release of cytochrome c from mitochondria,19_GO:0050896 response to stimulus,-3.3,18,7.1,30284,24,205,3,1.5,0.84,1191|2537|3429,CLU|IFI6|IFI27,-1.1,MyList
GO Biological Processes,19,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,19_GO:0048518 positive regulation of biological process,-3.2,11,5.9,30284,56,205,4,2,0.97,595|5962|8450|9510,CCND1|RDX|CUL4B|ADAMTS1,-1.1,MyList
KEGG Pathway,24,hsa05134,Legionellosis,,-3.2,11,5.9,30284,56,205,4,2,0.97,718|3329|4671|7099,C3|HSPD1|NAIP|TLR4,-1.1,MyList
GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-3.2,3.1,4.2,30284,574,205,12,5.9,1.6,92|355|595|718|2801|5154|7099|8737|8829|10892|22930|23142,ACVR2A|FAS|CCND1|C3|GOLGA2|PDGFA|TLR4|RIPK1|NRP1|MALT1|RAB3GAP1|DCUN1D4,-1,MyList
GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-3.2,4.3,4.5,30284,275,205,8,3.9,1.4,1191|2908|5179|5534|6347|6654|7099|8450,CLU|NR3C1|PENK|PPP3R1|CCL2|SOS1|TLR4|CUL4B,-1,MyList
GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-3.2,3.1,4.1,30284,578,205,12,5.9,1.6,1289|2280|3764|5534|5754|6654|8195|8572|8829|9260|9510|10060,COL5A1|FKBP1A|KCNJ8|PPP3R1|PTK7|SOS1|MKKS|PDLIM4|NRP1|PDLIM7|ADAMTS1|ABCC9,-1,MyList
GO Biological Processes,19,GO:0060343,trabecula formation,19_GO:0032502 developmental process,-3.2,18,6.9,30284,25,205,3,1.5,0.84,2201|2280|9510,FBN2|FKBP1A|ADAMTS1,-1,MyList
GO Biological Processes,19,GO:0042026,protein refolding,19_GO:0009987 cellular process,-3.2,18,6.9,30284,25,205,3,1.5,0.84,2280|3329|126393,FKBP1A|HSPD1|HSPB6,-1,MyList
GO Biological Processes,19,GO:0090280,positive regulation of calcium ion import,19_GO:0051179 localization,-3.2,18,6.9,30284,25,205,3,1.5,0.84,5534|6347|6781,PPP3R1|CCL2|STC1,-1,MyList
GO Biological Processes,19,GO:0006942,regulation of striated muscle contraction,19_GO:0032501 multicellular organismal process,-3.2,7.3,5.2,30284,101,205,5,2.4,1.1,444|2280|5142|5566|6781,ASPH|FKBP1A|PDE4B|PRKACA|STC1,-1,MyList
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-3.2,3.8,4.4,30284,347,205,9,4.4,1.4,18|355|3764|4017|5179|5740|6781|10060|51167,ABAT|FAS|KCNJ8|LOXL2|PENK|PTGIS|STC1|ABCC9|CYB5R4,-1,MyList
GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-3.2,3.3,4.2,30284,499,205,11,5.4,1.6,18|444|493|1025|4641|4926|5566|5962|7099|7531|7855,ABAT|ASPH|ATP2B4|CDK9|MYO1C|NUMA1|PRKACA|RDX|TLR4|YWHAE|FZD5,-1,MyList
WikiPathways,27,WP185,Integrin mediated cell adhesion,,-3.2,7.2,5.2,30284,102,205,5,2.4,1.1,825|3693|6654|7408|7791,CAPN3|ITGB5|SOS1|VASP|ZYX,-1,MyList
KEGG Pathway,24,hsa05207,Chemical carcinogenesis - receptor activation,,-3.2,4.8,4.6,30284,215,205,7,3.4,1.3,595|604|2771|5566|6257|6654|90993,CCND1|BCL6|GNAI2|PRKACA|RXRB|SOS1|CREB3L1,-1,MyList
KEGG Pathway,24,hsa05142,Chagas disease,,-3.2,7.2,5.2,30284,103,205,5,2.4,1.1,355|718|2771|6347|7099,FAS|C3|GNAI2|CCL2|TLR4,-1,MyList
KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-3.2,4.8,4.6,30284,216,205,7,3.4,1.3,355|3329|5534|6257|6347|7099|8743,FAS|HSPD1|PPP3R1|RXRB|CCL2|TLR4|TNFSF10,-1,MyList
WikiPathways,27,WP5284,Cell interactions of the pancreatic cancer microenvironment,,-3.1,17,6.8,30284,26,205,3,1.5,0.84,355|6347|8829,FAS|CCL2|NRP1,-1,MyList
GO Biological Processes,19,GO:2000810,regulation of bicellular tight junction assembly,19_GO:0050789 regulation of biological process,-3.1,17,6.8,30284,26,205,3,1.5,0.84,4641|5566|7855,MYO1C|PRKACA|FZD5,-1,MyList
Reactome Gene Sets,6,R-HSA-199992,trans-Golgi Network Vesicle Budding,,-3.1,9.8,5.7,30284,60,205,4,2,0.97,1362|5878|6643|8729,CPD|RAB5C|SNX2|GBF1,-0.99,MyList
GO Biological Processes,19,GO:0043010,camera-type eye development,19_GO:0032502 developmental process,-3.1,3.7,4.3,30284,355,205,9,4.4,1.4,493|2201|6654|7528|7855|8829|22930|23770|65084,ATP2B4|FBN2|SOS1|YY1|FZD5|NRP1|RAB3GAP1|FKBP8|TMEM135,-0.99,MyList
GO Biological Processes,19,GO:0070555,response to interleukin-1,19_GO:0050896 response to stimulus,-3.1,7,5.1,30284,105,205,5,2.4,1.1,5740|6347|7528|8986|9590,PTGIS|CCL2|YY1|RPS6KA4|AKAP12,-0.99,MyList
GO Biological Processes,19,GO:0031667,response to nutrient levels,19_GO:0050896 response to stimulus,-3.1,3.2,4.1,30284,510,205,11,5.4,1.6,355|1822|2029|2771|3077|5179|6781|8195|23032|23530|65084,FAS|ATN1|ENSA|GNAI2|HFE|PENK|STC1|MKKS|USP33|NNT|TMEM135,-0.98,MyList
GO Biological Processes,19,GO:0016310,phosphorylation,19_GO:0009987 cellular process,-3.1,3.4,4.2,30284,433,205,10,4.9,1.5,1025|4139|5566|6347|7099|7150|8737|8986|9262|9578,CDK9|MARK1|PRKACA|CCL2|TLR4|TOP1|RIPK1|RPS6KA4|STK17B|CDC42BPB,-0.97,MyList
Reactome Gene Sets,6,R-HSA-8853659,RET signaling,,-3.1,16,6.6,30284,27,205,3,1.5,0.84,5566|6654|9260,PRKACA|SOS1|PDLIM7,-0.97,MyList
GO Biological Processes,19,GO:0010506,regulation of autophagy,19_GO:0050789 regulation of biological process,-3.1,3.7,4.3,30284,359,205,9,4.4,1.4,2801|5566|7855|11067|22930|23032|23770|51322|79443,GOLGA2|PRKACA|FZD5|DEPP1|RAB3GAP1|USP33|FKBP8|WAC|FYCO1,-0.97,MyList
WikiPathways,27,WP5090,Complement system in neuronal development and plasticity,,-3.1,6.9,5,30284,107,205,5,2.4,1.1,355|629|718|1191|4139,FAS|CFB|C3|CLU|MARK1,-0.96,MyList
GO Biological Processes,19,GO:0032731,positive regulation of interleukin-1 beta production,19_GO:0032501 multicellular organismal process,-3.1,9.5,5.6,30284,62,205,4,2,0.97,4671|7099|7855|10892,NAIP|TLR4|FZD5|MALT1,-0.96,MyList
GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,3.7,4.2,30284,361,205,9,4.4,1.4,128|3764|5142|5179|6347|7099|7855|9590|10892,ADH5|KCNJ8|PDE4B|PENK|CCL2|TLR4|FZD5|AKAP12|MALT1,-0.96,MyList
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.1,3,4,30284,600,205,12,5.9,1.6,2771|4641|5154|5962|6347|7099|8829|8895|9510|9590|63940|64065,GNAI2|MYO1C|PDGFA|RDX|CCL2|TLR4|NRP1|CPNE3|ADAMTS1|AKAP12|GPSM3|PERP,-0.95,MyList
GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-3.1,3.1,4.1,30284,518,205,11,5.4,1.6,1627|2771|5179|5334|5534|5566|6347|6533|9590|22839|22930,DBN1|GNAI2|PENK|PLCL1|PPP3R1|PRKACA|CCL2|SLC6A6|AKAP12|DLGAP4|RAB3GAP1,-0.95,MyList
GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-3.1,3.1,4,30284,519,205,11,5.4,1.6,1627|2771|5179|5334|5534|5566|6347|6533|9590|22839|22930,DBN1|GNAI2|PENK|PLCL1|PPP3R1|PRKACA|CCL2|SLC6A6|AKAP12|DLGAP4|RAB3GAP1,-0.95,MyList
GO Biological Processes,19,GO:0050729,positive regulation of inflammatory response,19_GO:0048518 positive regulation of biological process,-3.1,5.4,4.7,30284,163,205,6,2.9,1.2,718|4671|7099|8737|63940|283131,C3|NAIP|TLR4|RIPK1|GPSM3|NEAT1,-0.95,MyList
Canonical Pathways,11,M235,PID TCR CALCIUM PATHWAY,,-3.1,16,6.5,30284,28,205,3,1.5,0.84,2280|5534|5566,FKBP1A|PPP3R1|PRKACA,-0.95,MyList
GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-3,2.9,4,30284,603,205,12,5.9,1.6,595|901|1112|2029|2801|4134|4926|8450|10381|10426|51322|80152,CCND1|CCNG2|FOXN3|ENSA|GOLGA2|MAP4|NUMA1|CUL4B|TUBB3|TUBGCP3|WAC|CENPT,-0.95,MyList
GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-3,3.3,4.1,30284,441,205,10,4.9,1.5,1822|3275|3764|5754|5782|6442|6654|6781|8829|23770,ATN1|PRMT2|KCNJ8|PTK7|PTPN12|SGCA|SOS1|STC1|NRP1|FKBP8,-0.95,MyList
GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-3,3.3,4.1,30284,441,205,10,4.9,1.5,1822|3275|3764|5754|5782|6442|6654|6781|8829|23770,ATN1|PRMT2|KCNJ8|PTK7|PTPN12|SGCA|SOS1|STC1|NRP1|FKBP8,-0.95,MyList
Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-3,2.9,4,30284,605,205,12,5.9,1.6,396|1362|1627|5756|6654|7531|9578|9590|10250|10381|10970|80152,ARHGDIA|CPD|DBN1|TWF1|SOS1|YWHAE|CDC42BPB|AKAP12|SRRM1|TUBB3|CKAP4|CENPT,-0.94,MyList
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-3,4,4.3,30284,294,205,8,3.9,1.4,355|444|825|1191|8743|10444|57333|64065,FAS|ASPH|CAPN3|CLU|TNFSF10|ZER1|RCN3|PERP,-0.94,MyList
GO Biological Processes,19,GO:0032760,positive regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-3,6.7,5,30284,110,205,5,2.4,1.1,1191|7099|7855|8737|9590,CLU|TLR4|FZD5|RIPK1|AKAP12,-0.94,MyList
GO Biological Processes,19,GO:2001236,regulation of extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3,5.4,4.6,30284,165,205,6,2.9,1.2,2537|7099|8737|8743|8829|219699,IFI6|TLR4|RIPK1|TNFSF10|NRP1|UNC5B,-0.94,MyList
Canonical Pathways,11,M200,PID ERA GENOMIC PATHWAY,,-3,9.2,5.4,30284,64,205,4,2,0.97,595|718|6418|8125,CCND1|C3|SET|ANP32A,-0.94,MyList
KEGG Pathway,24,hsa04022,cGMP-PKG signaling pathway,,-3,5.3,4.6,30284,166,205,6,2.9,1.2,493|2771|3764|5534|7408|90993,ATP2B4|GNAI2|KCNJ8|PPP3R1|VASP|CREB3L1,-0.93,MyList
