Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,KEGG Pathway,24,hsa05142,Chagas disease,,-3.8,9.7,6.3,30284,103,151,5,3.3,1.5,355|718|2771|6347|7099,FAS|C3|GNAI2|CCL2|TLR4,-1.4
MyList,KEGG Pathway,24,hsa04820,Cytoskeleton in muscle cells,,-3.8,6.1,5.5,30284,232,151,7,4.6,1.7,1289|2201|3693|7791|8572|9260|84823,COL5A1|FBN2|ITGB5|ZYX|PDLIM4|PDLIM7|LMNB2,-1.4
MyList,GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-3.8,3.8,4.8,30284,584,151,11,7.3,2.1,18|444|493|2280|3764|5142|5566|5756|7528|7531|10060,ABAT|ASPH|ATP2B4|FKBP1A|KCNJ8|PDE4B|PRKACA|TWF1|YY1|YWHAE|ABCC9,-1.4
MyList,Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-3.8,3.8,4.8,30284,584,151,11,7.3,2.1,595|2029|2801|4926|5566|7531|10381|10426|10762|23383|80152,CCND1|ENSA|GOLGA2|NUMA1|PRKACA|YWHAE|TUBB3|TUBGCP3|NUP50|MAU2|CENPT,-1.4
MyList,GO Biological Processes,19,GO:1904062,regulation of monoatomic cation transmembrane transport,19_GO:0051179 localization,-3.8,5.2,5.2,30284,311,151,8,5.3,1.8,444|493|2280|5142|5534|5566|7531|10060,ASPH|ATP2B4|FKBP1A|PDE4B|PPP3R1|PRKACA|YWHAE|ABCC9,-1.4
MyList,KEGG Pathway,24,hsa05134,Legionellosis,,-3.7,14,7.1,30284,56,151,4,2.6,1.3,718|3329|4671|7099,C3|HSPD1|NAIP|TLR4,-1.4
MyList,KEGG Pathway,24,hsa04022,cGMP-PKG signaling pathway,,-3.7,7.2,5.7,30284,166,151,6,4,1.6,493|2771|3764|5534|7408|90993,ATP2B4|GNAI2|KCNJ8|PPP3R1|VASP|CREB3L1,-1.4
MyList,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-3.7,3.5,4.7,30284,694,151,12,7.9,2.2,2908|4017|5154|5534|5566|5754|6347|6654|7408|8829|10762|219699,NR3C1|LOXL2|PDGFA|PPP3R1|PRKACA|PTK7|CCL2|SOS1|VASP|NRP1|NUP50|UNC5B,-1.4
MyList,GO Biological Processes,19,GO:0033238,regulation of amine metabolic process,19_GO:0050789 regulation of biological process,-3.7,26,8.5,30284,23,151,3,2,1.1,18|493|64943,ABAT|ATP2B4|NT5DC2,-1.4
MyList,WikiPathways,27,WP5272,LDL influence on CD14 and TLR4,,-3.7,26,8.5,30284,23,151,3,2,1.1,6347|7099|90993,CCL2|TLR4|CREB3L1,-1.4
MyList,WikiPathways,27,WP5090,Complement system in neuronal development and plasticity,,-3.7,9.4,6.1,30284,107,151,5,3.3,1.5,355|629|718|1191|4139,FAS|CFB|C3|CLU|MARK1,-1.4
MyList,GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-3.7,4,4.8,30284,499,151,10,6.6,2,18|444|493|1025|4641|4926|5566|5962|7099|7531,ABAT|ASPH|ATP2B4|CDK9|MYO1C|NUMA1|PRKACA|RDX|TLR4|YWHAE,-1.4
MyList,GO Biological Processes,19,GO:0150063,visual system development,19_GO:0032502 developmental process,-3.7,4.4,4.9,30284,407,151,9,6,1.9,493|718|1289|2201|6654|7528|8829|22930|23770,ATP2B4|C3|COL5A1|FBN2|SOS1|YY1|NRP1|RAB3GAP1|FKBP8,-1.4
MyList,GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.6,5.8,5.3,30284,243,151,7,4.6,1.7,1191|2771|5831|8737|8829|90993|219699,CLU|GNAI2|PYCR1|RIPK1|NRP1|CREB3L1|UNC5B,-1.4
MyList,GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-3.6,4,4.8,30284,504,151,10,6.6,2,604|718|2280|3329|6654|7099|7528|8935|10945|81609,BCL6|C3|FKBP1A|HSPD1|SOS1|TLR4|YY1|SKAP2|KDELR1|SNX27,-1.4
MyList,Reactome Gene Sets,6,R-HSA-199992,trans-Golgi Network Vesicle Budding,,-3.6,13,6.8,30284,60,151,4,2.6,1.3,1362|5878|6643|8729,CPD|RAB5C|SNX2|GBF1,-1.4
MyList,Reactome Gene Sets,6,R-HSA-68877,Mitotic Prometaphase,,-3.6,7,5.6,30284,173,151,6,4,1.6,4926|5566|7531|10381|10426|80152,NUMA1|PRKACA|YWHAE|TUBB3|TUBGCP3|CENPT,-1.4
MyList,WikiPathways,27,WP5380,5q35 copy number variation,,-3.6,9,6,30284,111,151,5,3.3,1.5,1627|2771|6654|9260|51099,DBN1|GNAI2|SOS1|PDLIM7|ABHD5,-1.4
MyList,GO Biological Processes,19,GO:0072593,reactive oxygen species metabolic process,19_GO:0009987 cellular process,-3.6,9,6,30284,111,151,5,3.3,1.5,8729|10060|23530|51167|55312,GBF1|ABCC9|NNT|CYB5R4|RFK,-1.4
MyList,GO Biological Processes,19,GO:0048880,sensory system development,19_GO:0032502 developmental process,-3.6,4.4,4.9,30284,414,151,9,6,1.9,493|718|1289|2201|6654|7528|8829|22930|23770,ATP2B4|C3|COL5A1|FBN2|SOS1|YY1|NRP1|RAB3GAP1|FKBP8,-1.4
MyList,GO Biological Processes,19,GO:0051235,maintenance of location,19_GO:0051179 localization,-3.6,6.9,5.5,30284,174,151,6,4,1.6,1627|2201|5756|7531|10945|51141,DBN1|FBN2|TWF1|YWHAE|KDELR1|INSIG2,-1.4
MyList,WikiPathways,27,WP382,MAPK signaling,,-3.6,5.7,5.2,30284,247,151,7,4.6,1.7,355|3727|5154|5534|5566|6654|8986,FAS|JUND|PDGFA|PPP3R1|PRKACA|SOS1|RPS6KA4,-1.4
MyList,GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-3.6,5.7,5.2,30284,247,151,7,4.6,1.7,1627|4651|5962|6347|9204|11135|29780,DBN1|MYO10|RDX|CCL2|ZMYM6|CDC42EP1|PARVB,-1.4
MyList,GO Biological Processes,19,GO:1903169,regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3.6,6.9,5.5,30284,175,151,6,4,1.6,444|2280|5142|5534|5566|7531,ASPH|FKBP1A|PDE4B|PPP3R1|PRKACA|YWHAE,-1.4
MyList,GO Biological Processes,19,GO:0042026,protein refolding,19_GO:0009987 cellular process,-3.6,24,8.2,30284,25,151,3,2,1.1,2280|3329|126393,FKBP1A|HSPD1|HSPB6,-1.4
MyList,GO Biological Processes,19,GO:0002757,immune response-activating signaling pathway,19_GO:0002376 immune system process,-3.6,4.9,5,30284,330,151,8,5.3,1.8,718|3329|3764|4671|5142|6654|7099|7531,C3|HSPD1|KCNJ8|NAIP|PDE4B|SOS1|TLR4|YWHAE,-1.4
MyList,GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0032501 multicellular organismal process,-3.6,3.9,4.7,30284,514,151,10,6.6,2,718|1191|3329|4671|5142|7099|8737|8780|9590|63940,C3|CLU|HSPD1|NAIP|PDE4B|TLR4|RIPK1|RIOK3|AKAP12|GPSM3,-1.3
MyList,WikiPathways,27,WP5284,Cell interactions of the pancreatic cancer microenvironment,,-3.5,23,8,30284,26,151,3,2,1.1,355|6347|8829,FAS|CCL2|NRP1,-1.3
MyList,Canonical Pathways,11,M200,PID ERA GENOMIC PATHWAY,,-3.5,13,6.5,30284,64,151,4,2.6,1.3,595|718|6418|8125,CCND1|C3|SET|ANP32A,-1.3
MyList,Reactome Gene Sets,6,R-HSA-8853659,RET signaling,,-3.5,22,7.8,30284,27,151,3,2,1.1,5566|6654|9260,PRKACA|SOS1|PDLIM7,-1.3
MyList,GO Biological Processes,19,GO:0007264,small GTPase-mediated signal transduction,19_GO:0050896 response to stimulus,-3.5,5.4,5.1,30284,258,151,7,4.6,1.7,396|604|6654|9077|9367|11135|51735,ARHGDIA|BCL6|SOS1|DIRAS3|RAB9A|CDC42EP1|RAPGEF6,-1.3
MyList,KEGG Pathway,24,hsa04668,TNF signaling pathway,,-3.5,8.4,5.7,30284,119,151,5,3.3,1.5,355|6347|8737|8986|90993,FAS|CCL2|RIPK1|RPS6KA4|CREB3L1,-1.3
MyList,GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.5,3.5,4.5,30284,630,151,11,7.3,2.1,604|2771|4641|5154|5962|6347|7099|8829|8895|9590|63940,BCL6|GNAI2|MYO1C|PDGFA|RDX|CCL2|TLR4|NRP1|CPNE3|AKAP12|GPSM3,-1.3
MyList,GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-3.5,8.4,5.7,30284,120,151,5,3.3,1.5,6418|8971|25842|29855|646817,SET|H1-10|ASF1A|UBN1|SETSIP,-1.3
MyList,Canonical Pathways,11,M235,PID TCR CALCIUM PATHWAY,,-3.4,21,7.7,30284,28,151,3,2,1.1,2280|5534|5566,FKBP1A|PPP3R1|PRKACA,-1.3
MyList,GO Biological Processes,19,GO:0016197,endosomal transport,19_GO:0051179 localization,-3.4,5.3,5,30284,264,151,7,4.6,1.7,6643|8675|8729|8943|9367|30846|81609,SNX2|STX16|GBF1|AP3D1|RAB9A|EHD2|SNX27,-1.2
MyList,GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-3.4,5.3,5,30284,265,151,7,4.6,1.7,444|493|3764|5142|5566|7531|10060,ASPH|ATP2B4|KCNJ8|PDE4B|PRKACA|YWHAE|ABCC9,-1.2
MyList,KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,,-3.4,6.4,5.2,30284,189,151,6,4,1.6,4671|6347|7099|7531|8737|63940,NAIP|CCL2|TLR4|YWHAE|RIPK1|GPSM3,-1.2
MyList,GO Biological Processes,19,GO:0032507,maintenance of protein location in cell,19_GO:0051179 localization,-3.4,12,6.3,30284,69,151,4,2.6,1.3,1627|5756|10945|51141,DBN1|TWF1|KDELR1|INSIG2,-1.2
MyList,GO Biological Processes,19,GO:0010039,response to iron ion,19_GO:0050896 response to stimulus,-3.4,21,7.5,30284,29,151,3,2,1.1,18|3077|79901,ABAT|HFE|CYBRD1,-1.2
MyList,GO Biological Processes,19,GO:2000045,regulation of G1/S transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.4,6.3,5.2,30284,191,151,6,4,1.6,595|3275|5962|6347|8450|51322,CCND1|PRMT2|RDX|CCL2|CUL4B|WAC,-1.2
MyList,WikiPathways,27,WP2005,miR targeted genes in muscle cell,,-3.4,4.5,4.7,30284,353,151,8,5.3,1.8,396|595|4651|8450|8829|8943|9260|84823,ARHGDIA|CCND1|MYO10|CUL4B|NRP1|AP3D1|PDLIM7|LMNB2,-1.2
MyList,GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-3.4,3.4,4.4,30284,646,151,11,7.3,2.1,604|2771|4641|5154|5962|6347|7099|8829|8895|9590|63940,BCL6|GNAI2|MYO1C|PDGFA|RDX|CCL2|TLR4|NRP1|CPNE3|AKAP12|GPSM3,-1.2
MyList,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-3.3,3.6,4.4,30284,551,151,10,6.6,2,1025|4134|4139|4641|4926|8675|8729|8943|79443|84823,CDK9|MAP4|MARK1|MYO1C|NUMA1|STX16|GBF1|AP3D1|FYCO1|LMNB2,-1.2
MyList,GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-3.3,6.1,5.1,30284,196,151,6,4,1.6,604|718|3329|7099|7528|8935,BCL6|C3|HSPD1|TLR4|YY1|SKAP2,-1.2
MyList,GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,7.8,5.5,30284,128,151,5,3.3,1.5,3329|3764|4671|7099|7531,HSPD1|KCNJ8|NAIP|TLR4|YWHAE,-1.2
MyList,Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-3.3,3.6,4.4,30284,553,151,10,6.6,2,1362|2801|5878|6643|7531|8729|9367|10381|10945|22930,CPD|GOLGA2|RAB5C|SNX2|YWHAE|GBF1|RAB9A|TUBB3|KDELR1|RAB3GAP1,-1.2
MyList,WikiPathways,27,WP2006,miR targeted genes in squamous cell,,-3.3,7.8,5.5,30284,129,151,5,3.3,1.5,2771|8450|8829|8943|9260,GNAI2|CUL4B|NRP1|AP3D1|PDLIM7,-1.2
MyList,Reactome Gene Sets,6,R-HSA-9706574,RHOBTB GTPase Cycle,,-3.3,19,7.3,30284,31,151,3,2,1.1,1627|5756|10250,DBN1|TWF1|SRRM1,-1.2
MyList,GO Biological Processes,19,GO:0070231,T cell apoptotic process,19_GO:0009987 cellular process,-3.3,19,7.3,30284,31,151,3,2,1.1,355|8737|10945,FAS|RIPK1|KDELR1,-1.2
MyList,GO Biological Processes,19,GO:0043244,regulation of protein-containing complex disassembly,19_GO:0050789 regulation of biological process,-3.3,7.7,5.4,30284,130,151,5,3.3,1.5,444|4281|5756|5962|79443,ASPH|MID1|TWF1|RDX|FYCO1,-1.2
MyList,GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-3.3,4.3,4.6,30284,370,151,8,5.3,1.8,2051|5754|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-1.1
MyList,GO Biological Processes,19,GO:0031334,positive regulation of protein-containing complex assembly,19_GO:0048518 positive regulation of biological process,-3.2,5.9,5,30284,205,151,6,4,1.6,1191|4926|7099|7408|9780|11135,CLU|NUMA1|TLR4|VASP|PIEZO1|CDC42EP1,-1.1
MyList,GO Biological Processes,19,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,19_GO:0042592 homeostatic process,-3.2,18,7,30284,33,151,3,2,1.1,444|2280|5566,ASPH|FKBP1A|PRKACA,-1.1
MyList,GO Biological Processes,19,GO:0033198,response to ATP,19_GO:0050896 response to stimulus,-3.2,18,7,30284,33,151,3,2,1.1,444|3764|10060,ASPH|KCNJ8|ABCC9,-1.1
MyList,GO Biological Processes,19,GO:0120032,regulation of plasma membrane bounded cell projection assembly,19_GO:0050789 regulation of biological process,-3.2,5.8,4.9,30284,206,151,6,4,1.6,4134|4651|5756|5962|8829|11135,MAP4|MYO10|TWF1|RDX|NRP1|CDC42EP1,-1.1
MyList,GO Biological Processes,19,GO:0071347,cellular response to interleukin-1,19_GO:0050896 response to stimulus,-3.2,10,5.9,30284,77,151,4,2.6,1.3,6347|7528|8986|9590,CCL2|YY1|RPS6KA4|AKAP12,-1.1
MyList,GO Biological Processes,19,GO:0071277,cellular response to calcium ion,19_GO:0050896 response to stimulus,-3.2,10,5.8,30284,78,151,4,2.6,1.3,444|3727|8895|10060,ASPH|JUND|CPNE3|ABCC9,-1.1
MyList,GO Biological Processes,19,GO:0060491,regulation of cell projection assembly,19_GO:0050789 regulation of biological process,-3.2,5.8,4.9,30284,208,151,6,4,1.6,4134|4651|5756|5962|8829|11135,MAP4|MYO10|TWF1|RDX|NRP1|CDC42EP1,-1.1
MyList,GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-3.2,3.5,4.3,30284,574,151,10,6.6,2,355|595|718|2801|5154|7099|8737|8829|22930|23142,FAS|CCND1|C3|GOLGA2|PDGFA|TLR4|RIPK1|NRP1|RAB3GAP1|DCUN1D4,-1.1
MyList,Canonical Pathways,11,M30,PID HDAC CLASSII PATHWAY,,-3.2,18,6.9,30284,34,151,3,2,1.1,604|2908|7531,BCL6|NR3C1|YWHAE,-1.1
MyList,Reactome Gene Sets,6,R-HSA-8979227,Triglyceride metabolism,,-3.2,18,6.9,30284,34,151,3,2,1.1,2710|5566|51099,GK|PRKACA|ABHD5,-1.1
MyList,GO Biological Processes,19,GO:0016447,somatic recombination of immunoglobulin gene segments,19_GO:0002376 immune system process,-3.2,18,6.9,30284,34,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-1.1
MyList,GO Biological Processes,19,GO:0051592,response to calcium ion,19_GO:0050896 response to stimulus,-3.2,7.3,5.2,30284,138,151,5,3.3,1.5,444|3727|5179|8895|10060,ASPH|JUND|PENK|CPNE3|ABCC9,-1.1
MyList,GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-3.2,3.5,4.3,30284,577,151,10,6.6,2,604|718|1191|2908|3764|4671|6347|7099|8737|8986,BCL6|C3|CLU|NR3C1|KCNJ8|NAIP|CCL2|TLR4|RIPK1|RPS6KA4,-1.1
MyList,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-3.2,3.2,4.2,30284,684,151,11,7.3,2.1,629|718|1191|3329|3764|4671|5142|6654|7099|7531|8780,CFB|C3|CLU|HSPD1|KCNJ8|NAIP|PDE4B|SOS1|TLR4|YWHAE|RIOK3,-1.1
MyList,GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-3.2,3.5,4.2,30284,578,151,10,6.6,2,1289|2280|3764|5534|5754|6654|8572|8829|9260|10060,COL5A1|FKBP1A|KCNJ8|PPP3R1|PTK7|SOS1|PDLIM4|NRP1|PDLIM7|ABCC9,-1.1
MyList,GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-3.2,7.2,5.2,30284,139,151,5,3.3,1.5,4651|5962|6347|11135|29780,MYO10|RDX|CCL2|CDC42EP1|PARVB,-1.1
MyList,GO Biological Processes,19,GO:0034728,nucleosome organization,19_GO:0009987 cellular process,-3.2,7.2,5.2,30284,140,151,5,3.3,1.5,6418|8971|25842|29855|646817,SET|H1-10|ASF1A|UBN1|SETSIP,-1.1
MyList,KEGG Pathway,24,hsa05170,Human immunodeficiency virus 1 infection,,-3.1,5.6,4.8,30284,213,151,6,4,1.6,355|2771|5534|7099|8450|8737,FAS|GNAI2|PPP3R1|TLR4|CUL4B|RIPK1,-1.1
MyList,Reactome Gene Sets,6,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,,-3.1,9.9,5.7,30284,81,151,4,2.6,1.3,5878|7531|9367|22930,RAB5C|YWHAE|RAB9A|RAB3GAP1,-1.1
MyList,Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-3.1,3.4,4.2,30284,585,151,10,6.6,2,1362|2801|5878|6643|7531|8729|9367|10381|10945|22930,CPD|GOLGA2|RAB5C|SNX2|YWHAE|GBF1|RAB9A|TUBB3|KDELR1|RAB3GAP1,-1.1
MyList,GO Biological Processes,19,GO:0035966,response to topologically incorrect protein,19_GO:0050896 response to stimulus,-3.1,7.1,5.1,30284,142,151,5,3.3,1.5,595|1191|3329|22824|90993,CCND1|CLU|HSPD1|HSPA4L|CREB3L1,-1.1
MyList,GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-3.1,3.4,4.2,30284,588,151,10,6.6,2,718|3329|3764|4671|7099|7531|8737|8780|8829|63940,C3|HSPD1|KCNJ8|NAIP|TLR4|YWHAE|RIPK1|RIOK3|NRP1|GPSM3,-1.1
MyList,Canonical Pathways,11,M271,PID PI3K PLC TRK PATHWAY,,-3.1,17,6.7,30284,36,151,3,2,1.1,595|6654|7531,CCND1|SOS1|YWHAE,-1.1
MyList,Canonical Pathways,11,M22,PID GMCSF PATHWAY,,-3.1,17,6.7,30284,36,151,3,2,1.1,5566|6347|6654,PRKACA|CCL2|SOS1,-1.1
MyList,GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-3.1,5.6,4.8,30284,216,151,6,4,1.6,1191|2908|5534|6654|7099|8450,CLU|NR3C1|PPP3R1|SOS1|TLR4|CUL4B,-1.1
MyList,KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-3.1,4.7,4.5,30284,300,151,7,4.6,1.7,355|3727|5154|5534|5566|6654|8986,FAS|JUND|PDGFA|PPP3R1|PRKACA|SOS1|RPS6KA4,-1
MyList,Canonical Pathways,11,M65,PID FRA PATHWAY,,-3.1,16,6.6,30284,37,151,3,2,1.1,595|3727|6347,CCND1|JUND|CCL2,-1
MyList,Reactome Gene Sets,6,R-HSA-437239,Recycling pathway of L1,,-3.1,16,6.6,30284,37,151,3,2,1.1,5962|8986|10381,RDX|RPS6KA4|TUBB3,-1
MyList,GO Biological Processes,19,GO:0071346,cellular response to type II interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,9.6,5.6,30284,84,151,4,2.6,1.3,4641|6347|7099|7791,MYO1C|CCL2|TLR4|ZYX,-1
MyList,GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-3.1,4.1,4.3,30284,395,151,8,5.3,1.8,718|3329|3764|4671|5142|6654|7099|7531,C3|HSPD1|KCNJ8|NAIP|PDE4B|SOS1|TLR4|YWHAE,-1
MyList,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-3.1,3.1,4,30284,706,151,11,7.3,2.1,604|1191|2051|5754|6643|6654|7408|8829|10381|23032|219699,BCL6|CLU|EPHB6|PTK7|SNX2|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-1
MyList,GO Biological Processes,19,GO:0002758,innate immune response-activating signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,6.8,5,30284,147,151,5,3.3,1.5,3329|3764|4671|7099|7531,HSPD1|KCNJ8|NAIP|TLR4|YWHAE,-1
MyList,GO Biological Processes,19,GO:0022411,cellular component disassembly,19_GO:0009987 cellular process,-3.1,4.6,4.5,30284,305,151,7,4.6,1.7,718|2801|4134|5756|6418|8729|55192,C3|GOLGA2|MAP4|TWF1|SET|GBF1|DNAJC17,-1
MyList,GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3,3.3,4.1,30284,600,151,10,6.6,2,2771|4641|5154|5962|6347|7099|8829|8895|9590|63940,GNAI2|MYO1C|PDGFA|RDX|CCL2|TLR4|NRP1|CPNE3|AKAP12|GPSM3,-1
MyList,GO Biological Processes,19,GO:0070227,lymphocyte apoptotic process,19_GO:0009987 cellular process,-3,16,6.5,30284,38,151,3,2,1.1,355|8737|10945,FAS|RIPK1|KDELR1,-1
MyList,GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-3,3.3,4.1,30284,603,151,10,6.6,2,595|2029|2801|4134|4926|8450|10381|10426|51322|80152,CCND1|ENSA|GOLGA2|MAP4|NUMA1|CUL4B|TUBB3|TUBGCP3|WAC|CENPT,-1
MyList,GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-3,4,4.3,30284,402,151,8,5.3,1.8,1191|4281|4926|5756|5962|7408|8829|11135,CLU|MID1|NUMA1|TWF1|RDX|VASP|NRP1|CDC42EP1,-0.99
MyList,GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,19_GO:0050896 response to stimulus,-3,15,6.4,30284,39,151,3,2,1.1,355|4281|7099,FAS|MID1|TLR4,-0.99
MyList,Canonical Pathways,11,M82,PID RET PATHWAY,,-3,15,6.4,30284,39,151,3,2,1.1,5566|6654|9260,PRKACA|SOS1|PDLIM7,-0.99
MyList,Reactome Gene Sets,6,R-HSA-1566948,Elastic fibre formation,,-3,15,6.4,30284,39,151,3,2,1.1,2201|3693|4017,FBN2|ITGB5|LOXL2,-0.99
MyList,GO Biological Processes,19,GO:0001654,eye development,19_GO:0032502 developmental process,-3,4,4.3,30284,403,151,8,5.3,1.8,493|1289|2201|6654|7528|8829|22930|23770,ATP2B4|COL5A1|FBN2|SOS1|YY1|NRP1|RAB3GAP1|FKBP8,-0.99
MyList,GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-3,5.3,4.6,30284,226,151,6,4,1.6,1191|2280|3329|22824|23770|126393,CLU|FKBP1A|HSPD1|HSPA4L|FKBP8|HSPB6,-0.99
MyList,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-3,3.6,4.1,30284,503,151,9,6,1.9,2051|5754|6643|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SNX2|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.99
MyList,GO Biological Processes,19,GO:0007423,sensory organ development,19_GO:0032502 developmental process,-3,3.3,4,30284,609,151,10,6.6,2,493|1289|2201|5754|6654|7528|8829|22930|23770|51141,ATP2B4|COL5A1|FBN2|PTK7|SOS1|YY1|NRP1|RAB3GAP1|FKBP8|INSIG2,-0.99
MyList,GO Biological Processes,19,GO:0098586,cellular response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3,9,5.4,30284,89,151,4,2.6,1.3,3964|5179|8729|8780,LGALS8|PENK|GBF1|RIOK3,-0.97
MyList,GO Biological Processes,19,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3,9,5.4,30284,89,151,4,2.6,1.3,595|3275|6347|51322,CCND1|PRMT2|CCL2|WAC,-0.97
MyList,GO Biological Processes,19,GO:0042100,B cell proliferation,19_GO:0002376 immune system process,-3,15,6.3,30284,40,151,3,2,1.1,604|3329|7099,BCL6|HSPD1|TLR4,-0.97
MyList,GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-3,5.2,4.6,30284,230,151,6,4,1.6,6418|8971|25842|29855|80152|646817,SET|H1-10|ASF1A|UBN1|CENPT|SETSIP,-0.96
MyList,GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-3,4.4,4.4,30284,316,151,7,4.6,1.7,2908|5534|5566|5754|7408|8829|10762,NR3C1|PPP3R1|PRKACA|PTK7|VASP|NRP1|NUP50,-0.96
MyList,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-3,3.5,4.1,30284,510,151,9,6,1.9,2051|5754|6643|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SNX2|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.96
MyList,GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,19_GO:0050896 response to stimulus,-2.9,15,6.2,30284,41,151,3,2,1.1,355|4281|7099,FAS|MID1|TLR4,-0.95
MyList,WikiPathways,27,WP35,G protein signaling,,-2.9,8.8,5.3,30284,91,151,4,2.6,1.3,2771|5142|5566|9590,GNAI2|PDE4B|PRKACA|AKAP12,-0.95
MyList,GO Biological Processes,19,GO:0021915,neural tube development,19_GO:0032502 developmental process,-2.9,6.4,4.8,30284,156,151,5,3.3,1.5,5566|5754|7408|10762|23770,PRKACA|PTK7|VASP|NUP50|FKBP8,-0.95
MyList,GO Biological Processes,19,GO:2000377,regulation of reactive oxygen species metabolic process,19_GO:0050789 regulation of biological process,-2.9,6.4,4.8,30284,156,151,5,3.3,1.5,355|2771|7099|8737|23530,FAS|GNAI2|TLR4|RIPK1|NNT,-0.95
MyList,WikiPathways,27,WP1772,Apoptosis modulation and signaling,,-2.9,8.7,5.2,30284,92,151,4,2.6,1.3,355|4671|8737|8743,FAS|NAIP|RIPK1|TNFSF10,-0.94
MyList,WikiPathways,27,WP3925,Amino acid metabolism,,-2.9,8.7,5.2,30284,92,151,4,2.6,1.3,128|5831|6611|6723,ADH5|PYCR1|SMS|SRM,-0.94
